,,,,CA,NCA,PQA,,,,,,,,,,,,,,,
486,12_C_65_07,ATP_C_65_Alluru,Velamakur,,,,0,,,,,,,,,,,,,,
487,12_C_65_07,ATP_C_65_Alluru,Alur,,,,0,,,,,,,,,,,,,,
488,12_C_65_07,ATP_C_65_Alluru,Sajjaladinne,,2,,2,,,,,,,,,,,,,,
489,12_C_65_07,ATP_C_65_Alluru,Bodaipalli,,8,,8,,,,,,,,,,,,,,
490,12_C_65_08,ATP_C_65_Gudipadu,Brahmanapalli,,,,0,,,,,,,,,,,,,,
491,12_C_65_08,ATP_C_65_Gudipadu,Venkatampalli,,,,0,,,,,,,,,,,,,,
492,12_C_65_08,ATP_C_65_Gudipadu,Kavetisamudram,,,,0,,,,,,,,,,,,,,
493,12_C_65_08,ATP_C_65_Gudipadu,Chukkaluru,,,,0,,,,,,,,,,,,,,
494,12_C_65_08,ATP_C_65_Gudipadu,Puliproddatur,,,,0,,,,,,,,,,,,,,
495,12_C_65_08,ATP_C_65_Gudipadu,Gangadevipalli,,,,0,,,,,,,,,,,,,,
496,12_C_65_08,ATP_C_65_Gudipadu,Obulapuram,,,,0,,,,,,,,,,,,,,
497,12_C_65_08,ATP_C_65_Gudipadu,Konauppalapadu,,,,0,,,,,,,,,,,,,,
498,12_C_65_08,ATP_C_65_Gudipadu,Kamalapadu,,1,,1,,,,,,,,,,,,,,
499,12_C_65_08,ATP_C_65_Gudipadu,Kundanakota,,,,0,,,,,,,,,,,,,,
500,12_C_65_08,ATP_C_65_Gudipadu,Gudipadu,,,,0,,,,,,,,,,,,,,
501,12_C_65_08,ATP_C_65_Gudipadu,Nittoor,,,,0,,,,,,,,,,,,,,
502,12_C_65_08,ATP_C_65_Gudipadu,Bhogasamudram,,5,,5,,,,,,,,,,,,,,
503,12_C_65_13,ATP_C_65_Igaduru,Thimmapuram,,,,0,,,,,,,,,,,,,,
504,12_C_65_13,ATP_C_65_Igaduru,Juturu,,,,0,,,,,,,,,,,,,,
505,12_C_65_13,ATP_C_65_Igaduru,Iguduru,,,,0,,,,,,,,,,,,,,
506,12_C_65_13,ATP_C_65_Igaduru,Seetharampuram,,,,0,,,,,,,,,,,,,,
507,12_C_65_05,ATP_C_65_Kristipadu,Thondapadu,,,,0,,,,,,,,,,,,,,
508,12_C_65_05,ATP_C_65_Kristipadu,Jakkalacheruvu,,,,0,,,,,,,,,,,,,,
509,12_C_65_05,ATP_C_65_Kristipadu,Appecherla,,,,0,,,,,,,,,,,,,,
510,12_C_65_05,ATP_C_65_Kristipadu,Kristipadu,,,,0,,,,,,,,,,,,,,
511,12_C_65_05,ATP_C_65_Kristipadu,Muppalagutty,,,,0,,,,,,,,,,,,,,
512,12_C_65_05,ATP_C_65_Kristipadu,Mallenipalli,,,,0,,,,,,,,,,,,,,
513,12_C_65_05,ATP_C_65_Kristipadu,Rayalacheruvu,,2,,2,,,,,,,,,,,,,,
514,12_C_65_05,ATP_C_65_Kristipadu,Chandana,,,,0,,,,,,,,,,,,,,
515,12_C_65_05,ATP_C_65_Kristipadu,Thutrallapalli,,,,0,,,,,,,,,,,,,,
516,12_C_65_14,ATP_C_65_Puppala,Ravuludiki,,,,0,,,,,,,,,,,,,,
517,12_C_65_14,ATP_C_65_Puppala,Konapuram,,,,0,,,,,,,,,,,,,,
518,12_C_65_14,ATP_C_65_Puppala,Devanuppalapadu,,,,0,,,,,,,,,,,,,,
519,12_C_65_14,ATP_C_65_Puppala,Chinnayekkaluru,,,,0,,,,,,,,,,,,,,
520,12_C_65_14,ATP_C_65_Puppala,Peddayekkaluru,,,,0,,,,,,,,,,,,,,
521,12_C_65_14,ATP_C_65_Puppala,Garladinne,,,,0,,,,,,,,,,,,,,
522,12_C_65_14,ATP_C_65_Puppala,Pasaluru,,,,0,,,,,,,,,,,,,,
523,12_C_65_14,ATP_C_65_Puppala,Athiralladinne,,,,0,,,,,,,,,,,,,,
524,12_C_65_14,ATP_C_65_Puppala,Pendekallu,,,,0,,,,,,,,,,,,,,
525,12_C_65_14,ATP_C_65_Puppala,Kummetha,,,,0,,,,,,,,,,,,,,
526,12_C_65_14,ATP_C_65_Puppala,Dharmapuram,,,,0,,,,,,,,,,,,,,
527,12_C_65_14,ATP_C_65_Puppala,Puppala,,,,0,,,,,,,,,,,,,,
528,12_C_65_14,ATP_C_65_Puppala,Nagaruru,,,,0,,,,,,,,,,,,,,
529,12_C_65_14,ATP_C_65_Puppala,Vemulapadu,,,,0,,,,,,,,,,,,,,
530,12_C_65_14,ATP_C_65_Puppala,Yadiki,,,,0,,,,,,,,,,,,,,
531,12_C_65_14,ATP_C_65_Puppala,Narasapuram,,,,0,,,,,,,,,,,,,,
532,12_C_65_14,ATP_C_65_Puppala,J.Dharmapuram,,,,0,,,,,,,,,,,,,,
533,12_C_65_14,ATP_C_65_Puppala,Chintalacheruvu,,,,0,,,,,,,,,,,,,,
534,12_C_65_05,ATP_C_65_Urachinthala,Urichintala,,8,,8,,,,,,,,,,,,,,
535,12_C_65_02,ATP_C_65_Utakal,Bethapalli,,,,0,,,,,,,,,,,,,,
536,12_C_65_03,ATP_C_65_Utakal,Utakallu,,,,0,,,,,,,,,,,,,,
537,12_C_65_04,ATP_C_65_Utakal,Basinepalli,,,,0,,,,,,,,,,,,,,
538,12_C_66_08,ATP_C_66_Kanaganapalli,Muthuvakuntla,,,,0,,,,,,,,,,,,,,
539,12_C_66_08,ATP_C_66_Kanaganapalli,Kanaganapalli,,,,0,,,,,,,,,,,,,,
540,12_C_66_08,ATP_C_66_Kanaganapalli,Nasanakota,,,,0,,,,,,,,,,,,,,
541,12_C_66_08,ATP_C_66_Kanaganapalli,Ramagiri,,,,0,,,,,,,,,,,,,,
542,12_C_66_08,ATP_C_66_Kanaganapalli,Erragunta,,,,0,,,,,,,,,,,,,,
543,12_C_66_08,ATP_C_66_Kanaganapalli,Bandameedapalli,,,,0,,,,,,,,,,,,,,
544,12_C_67_01,ATP_C_67_Chigicherla,Maroor,,,,0,,,,,,,,,,,,,,
545,12_C_67_01,ATP_C_67_Chigicherla,Gotlur,,,,0,,,,,,,,,,,,,,
546,12_C_67_01,ATP_C_67_Chigicherla,Chigicherla,,,,0,,,,,,,,,,,,,,
547,12_C_67_01,ATP_C_67_Chigicherla,Edula Mustur,,,,0,,,,,,,,,,,,,,
548,12_C_67_01,ATP_C_67_Chigicherla,Raghavampalli,,,,0,,,,,,,,,,,,,,
549,12_C_67_01,ATP_C_67_Chigicherla,Bathalapalli,,,,0,,,,,,,,,,,,,,
550,12_C_67_01,ATP_C_67_Chigicherla,Manilla,,,,0,,,,,,,,,,,,,,
551,12_C_67_14,ATP_C_67_Gonipeta,Bojjireddipalli,,,,0,,,,,,,,,,,,,,
552,12_C_67_14,ATP_C_67_Gonipeta,Settipalli,,,,0,,,,,,,,,,,,,,
553,12_C_67_14,ATP_C_67_Gonipeta,Gonipeta,,,,0,,,,,,,,,,,,,,
554,12_C_67_14,ATP_C_67_Gonipeta,Somandepalli,,,,0,,,,,,,,,,,,,,
555,12_C_67_14,ATP_C_67_Gonipeta,Naginayanicheruvu,,,,0,,,,,,,,,,,,,,
556,12_C_67_14,ATP_C_67_Gonipeta,Bushiahgaripalli,,4,,4,,,,,,,,,,,,,,
557,12_C_67_14,ATP_C_67_Gonipeta,Velagamakulapalli,,,,0,,,,,,,,,,,,,,
558,12_C_67_14,ATP_C_67_Gonipeta,Kotlapalli,,,,0,,,,,,,,,,,,,,
559,12_C_67_14,ATP_C_67_Gonipeta,Nidimamidi,,,,0,,,,,,,,,,,,,,
560,12_C_67_14,ATP_C_67_Gonipeta,Bandlapalli,,,,0,,,,,,,,,,,,,,
561,12_C_67_14,ATP_C_67_Gonipeta,Pakeerupalli,,,,0,,,,,,,,,,,,,,
562,12_C_67_14,ATP_C_67_Gonipeta,Mandlapalli,,,,0,,,,,,,,,,,,,,
563,12_C_67_14,ATP_C_67_Gonipeta,Boyalapalle,,,,0,,,,,,,,,,,,,,
564,12_C_67_09,ATP_C_67_Kadiri,Saidapuram,,,,0,,,,,,,,,,,,,,
565,12_C_67_09,ATP_C_67_Kadiri,Kadiri,,36,,36,,,,,,,,,,,,,,
566,12_C_67_09,ATP_C_67_Kadiri,Muthukapalli,,,,0,,,,,,,,,,,,,,
567,12_C_67_09,ATP_C_67_Kadiri,Kowlepalli,,,,0,,,,,,,,,,,,,,
568,12_C_67_09,ATP_C_67_Kadiri,Bathalapalli,,,,0,,,,,,,,,,,,,,
569,12_C_67_09,ATP_C_67_Kadiri,K.Brahmanapalli,,,,0,,,,,,,,,,,,,,
570,12_C_67_09,ATP_C_67_Kadiri,Eguvapalli,,,,0,,,,,,,,,,,,,,
571,12_C_67_09,ATP_C_67_Kadiri,Maddivarigondi,,,,0,,,,,,,,,,,,,,
572,12_C_67_09,ATP_C_67_Kadiri,Kamathampalli,,,,0,,,,,,,,,,,,,,
573,12_C_67_09,ATP_C_67_Kadiri,Jogannapeta,,,,0,,,,,,,,,,,,,,
574,12_C_67_09,ATP_C_67_Kadiri,Veeraobannapalli,,,,0,,,,,,,,,,,,,,
575,12_C_67_09,ATP_C_67_Kadiri,Thummalakuntapalli,,,,0,,,,,,,,,,,,,,
576,12_C_67_15,ATP_C_67_Kalasamudram,Godduvelagala,,,,0,,,,,,,,,,,,,,
577,12_C_67_15,ATP_C_67_Kalasamudram,Chalamakuntapalli,,,,0,,,,,,,,,,,,,,
578,12_C_67_15,ATP_C_67_Kalasamudram,Alampur,,,,0,,,,,,,,,,,,,,
579,12_C_67_15,ATP_C_67_Kalasamudram,Kadirikuntapalli,,,,0,,,,,,,,,,,,,,
580,12_C_67_15,ATP_C_67_Kalasamudram,Chippalamadugu,,,,0,,,,,,,,,,,,,,
581,12_C_67_15,ATP_C_67_Kalasamudram,Kalasamudram,,,,0,,,,,,,,,,,,,,
582,12_C_67_15,ATP_C_67_Kalasamudram,Patnam,,,,0,,,,,,,,,,,,,,
583,12_C_67_15,ATP_C_67_Kalasamudram,Kutagulla,,,,0,,,,,,,,,,,,,,
584,12_C_67_08,ATP_C_67_Kanumukkala,C.K.palli,,,,0,,,,,,,,,,,,,,
585,12_C_67_08,ATP_C_67_Kanumukkala,Nagasamudram,,,,0,,,,,,,,,,,,,,
586,12_C_67_08,ATP_C_67_Kanumukkala,Pyadindi,,,,0,,,,,,,,,,,,,,
587,12_C_67_08,ATP_C_67_Kanumukkala,Medapuram,,,,0,,,,,,,,,,,,,,
588,12_C_67_08,ATP_C_67_Kanumukkala,Kanumukkala,,,,0,,,,,,,,,,,,,,
589,12_C_67_08,ATP_C_67_Kanumukkala,Veldurthi,,,,0,,,,,,,,,,,,,,
590,12_C_67_08,ATP_C_67_Kanumukkala,Pothulanagepalli,,,,0,,,,,,,,,,,,,,
591,12_C_67_08,ATP_C_67_Kanumukkala,Duddebanda,,,,0,,,,,,,,,,,,,,
592,12_C_67_08,ATP_C_67_Kanumukkala,Gutturu,,,,0,,,,,,,,,,,,,,
593,12_C_67_08,ATP_C_67_Kanumukkala,Gondipalli,,,,0,,,,,,,,,,,,,,
594,12_C_67_08,ATP_C_67_Kanumukkala,Puletipalli,,,,0,,,,,,,,,,,,,,
595,12_C_67_01,ATP_C_67_Kondakamarla,Daburuvaripalli,,,,0,,,,,,,,,,,,,,
596,12_C_67_01,ATP_C_67_Kondakamarla,Kondakamarla,,,,0,,,,,,,,,,,,,,
597,12_C_67_01,ATP_C_67_Kondakamarla,Narasambotlapalli,,,,0,,,,,,,,,,,,,,
598,12_C_67_01,ATP_C_67_Kondakamarla,Donnikota,,,,0,,,,,,,,,,,,,,
599,12_C_67_01,ATP_C_67_Kondakamarla,Kurumala,,,,0,,,,,,,,,,,,,,
600,12_C_67_01,ATP_C_67_Kondakamarla,Mutyalacheruvu,,,,0,,,,,,,,,,,,,,
601,12_C_67_01,ATP_C_67_Kondakamarla,Kondamanayanipalem,,,,0,,,,,,,,,,,,,,
602,12_C_67_02,ATP_C_67_Kondakamarla,Pulagampalli,,,,0,,,,,,,,,,,,,,
603,12_C_67_07,ATP_C_67_Kunuthuru,Muktapuram,,,,0,,,,,,,,,,,,,,
604,12_C_67_07,ATP_C_67_Kunuthuru,Dadaluru,,,,0,,,,,,,,,,,,,,
605,12_C_67_07,ATP_C_67_Kunuthuru,Subbaraopeta,,,,0,,,,,,,,,,,,,,
606,12_C_67_07,ATP_C_67_Kunuthuru,Ravulacheruvu,,,,0,,,,,,,,,,,,,,
607,12_C_67_07,ATP_C_67_Kunuthuru,Thummala,,,,0,,,,,,,,,,,,,,
608,12_C_67_07,ATP_C_67_Kunuthuru,Kunuthuru,,,,0,,,,,,,,,,,,,,
609,12_C_67_07,ATP_C_67_Kunuthuru,Regatipalli,,,,0,,,,,,,,,,,,,,
610,12_C_67_07,ATP_C_67_Kunuthuru,Mallakalva,,,,0,,,,,,,,,,,,,,
611,12_C_67_07,ATP_C_67_Kunuthuru,Dharmavaram,,2,,2,,,,,,,,,,,,,,
612,12_C_67_03,ATP_C_67_Kurli,Udumulakurthi,,,,0,,,,,,,,,,,,,,
613,12_C_67_03,ATP_C_67_Kurli,Odulapalli,,,,0,,,,,,,,,,,,,,
614,12_C_67_03,ATP_C_67_Kurli,Kurli,,,,0,,,,,,,,,,,,,,
615,12_C_67_15,ATP_C_67_Mudigubba,Brahmadevaramarri,,,,0,,,,,,,,,,,,,,
616,12_C_67_15,ATP_C_67_Mudigubba,J.Kothapalli,,,,0,,,,,,,,,,,,,,
617,12_C_67_15,ATP_C_67_Mudigubba,Mudigubba,,,,0,,,,,,,,,,,,,,
618,12_C_67_15,ATP_C_67_Mudigubba,Mukthapuram,,,,0,,,,,,,,,,,,,,
619,12_C_67_15,ATP_C_67_Mudigubba,Chagapuram,,,,0,,,,,,,,,,,,,,
620,12_C_67_15,ATP_C_67_Mudigubba,Mangalamadaka,,,,0,,,,,,,,,,,,,,
621,12_C_67_15,ATP_C_67_Mudigubba,Nakkalaguttapalli,,,,0,,,,,,,,,,,,,,
622,12_C_67_15,ATP_C_67_Mudigubba,Brahmanapalli,,,,0,,,,,,,,,,,,,,
623,12_C_67_15,ATP_C_67_Mudigubba,Nelakota,,,,0,,,,,,,,,,,,,,
624,12_C_67_15,ATP_C_67_Mudigubba,Buddareddipalli,,,,0,,,,,,,,,,,,,,
625,12_C_67_15,ATP_C_67_Mudigubba,Elukuntla,,,,0,,,,,,,,,,,,,,
626,12_C_67_15,ATP_C_67_Mudigubba,Krishnapuram,,,,0,,,,,,,,,,,,,,
627,12_C_67_15,ATP_C_67_Mudigubba,Marala,,,,0,,,,,,,,,,,,,,
628,12_C_67_15,ATP_C_67_Mudigubba,Siddarampuram,,,,0,,,,,,,,,,,,,,
629,12_C_67_15,ATP_C_67_Mudigubba,Sankepalli,,,,0,,,,,,,,,,,,,,
630,12_C_67_032,ATP_C_67_Munimadugu,Pothulakunta,,,,0,,,,,,,,,,,,,,
631,12_C_67_032,ATP_C_67_Munimadugu,Virupapuram,,,,0,,,,,,,,,,,,,,
632,12_C_67_032,ATP_C_67_Munimadugu,Munimadugu,,,,0,,,,,,,,,,,,,,
633,12_C_67_032,ATP_C_67_Munimadugu,Cherlopalli,,,,0,,,,,,,,,,,,,,
634,12_C_67_032,ATP_C_67_Munimadugu,vasudevapuram,,,,0,,,,,,,,,,,,,,
635,12_C_67_032,ATP_C_67_Munimadugu,Yerramanchi,,,,0,,,,,,,,,,,,,,
636,12_C_67_032,ATP_C_67_Munimadugu,Obulapuram,,,,0,,,,,,,,,,,,,,
637,12_C_67_032,ATP_C_67_Munimadugu,Ramapuram,,,,0,,,,,,,,,,,,,,
638,12_C_67_032,ATP_C_67_Munimadugu,Kondampalli,,,,0,,,,,,,,,,,,,,
639,12_C_67_032,ATP_C_67_Munimadugu,Penukonda,,7,,7,,,,,,,,,,,,,,
640,12_C_67_04,ATP_C_67_Nallacheruvu,Chinnaramannagaripalli,,,,0,,,,,,,,,,,,,,
641,12_C_67_04,ATP_C_67_Nallacheruvu,Ulavalavandlapalli,,,,0,,,,,,,,,,,,,,
642,12_C_67_04,ATP_C_67_Nallacheruvu,Tanakal,,,,0,,,,,,,,,,,,,,
643,12_C_67_04,ATP_C_67_Nallacheruvu,Ethodu,,,,0,,,,,,,,,,,,,,
644,12_C_67_04,ATP_C_67_Nallacheruvu,Panthulacheruvu,,,,0,,,,,,,,,,,,,,
645,12_C_67_04,ATP_C_67_Nallacheruvu,Allugundu,,,,0,,,,,,,,,,,,,,
646,12_C_67_04,ATP_C_67_Nallacheruvu,Nallacheruvu,,,,0,,,,,,,,,,,,,,
647,12_C_67_04,ATP_C_67_Nallacheruvu,Mulakalapalli,,,,0,,,,,,,,,,,,,,
648,12_C_67_04,ATP_C_67_Nallacheruvu,Maddimadugu,,,,0,,,,,,,,,,,,,,
649,12_C_67_04,ATP_C_67_Nallacheruvu,Tavalamarri,,,,0,,,,,,,,,,,,,,
650,12_C_67_04,ATP_C_67_Nallacheruvu,Ubicherla,,,,0,,,,,,,,,,,,,,
651,12_C_67_04,ATP_C_67_Nallacheruvu,Kadiripulikunta,,,,0,,,,,,,,,,,,,,
652,12_C_67_04,ATP_C_67_Nallacheruvu,Talamarlavandlapalli,,,,0,,,,,,,,,,,,,,
653,12_C_67_05,ATP_C_67_Nallamada,Nallamada,,,,0,,,,,,,,,,,,,,
654,12_C_67_05,ATP_C_67_Nallamada,Chowtakuntapalli,,,,0,,,,,,,,,,,,,,
655,12_C_67_05,ATP_C_67_Nallamada,Gopepalli,,,,0,,,,,,,,,,,,,,
656,12_C_67_05,ATP_C_67_Nallamada,Reddipalli,,,,0,,,,,,,,,,,,,,
657,12_C_67_05,ATP_C_67_Nallamada,Vankarakunta,,,,0,,,,,,,,,,,,,,
658,12_C_67_05,ATP_C_67_Nallamada,Vellamaddi,,,,0,,,,,,,,,,,,,,
659,12_C_67_05,ATP_C_67_Nallamada,Nagireddipalli,,,,0,,,,,,,,,,,,,,
660,12_C_67_05,ATP_C_67_Nallamada,Yerradoddi,,,,0,,,,,,,,,,,,,,
661,12_C_67_05,ATP_C_67_Nallamada,Charupalli,,,,0,,,,,,,,,,,,,,
662,12_C_67_05,ATP_C_67_Nallamada,Malakavemula,,,,0,,,,,,,,,,,,,,
663,12_C_67_03,ATP_C_67_Pamudurthi,Gunipalli,,,,0,,,,,,,,,,,,,,
664,12_C_67_03,ATP_C_67_Pamudurthi,Agraharam,,,,0,,,,,,,,,,,,,,
665,12_C_67_03,ATP_C_67_Pamudurthi,Pamudurthi,,,,0,,,,,,,,,,,,,,
666,12_C_67_03,ATP_C_67_Pamudurthi,Vengalammacheruvu,,,,0,,,,,,,,,,,,,,
667,12_C_67_03,ATP_C_67_Pamudurthi,Kothakota,,,,0,,,,,,,,,,,,,,
668,12_C_67_07,ATP_C_67_Polepalli,Polepalli,,,,0,,,,,,,,,,,,,,
669,12_C_67_07,ATP_C_67_Polepalli,Seshadribatrahalli,,,,0,,,,,,,,,,,,,,
670,12_C_67_07,ATP_C_67_Polepalli,Kuntimaddi,,,,0,,,,,,,,,,,,,,
671,12_C_67_07,ATP_C_67_Polepalli,Gantimarri,,,,0,,,,,,,,,,,,,,
672,12_C_67_07,ATP_C_67_Polepalli,Mustikovila,,,,0,,,,,,,,,,,,,,
673,12_C_67_07,ATP_C_67_Polepalli,Nyamaddala,,,,0,,,,,,,,,,,,,,
674,12_C_67_01,ATP_C_67_Puttaparthi,Kappalabanda,,,,0,,,,,,,,,,,,,,
675,12_C_67_01,ATP_C_67_Puttaparthi,Jagarajupalli,,,,0,,,,,,,,,,,,,,
676,12_C_67_01,ATP_C_67_Puttaparthi,Pedaballi,,,,0,,,,,,,,,,,,,,
677,12_C_67_01,ATP_C_67_Puttaparthi,Kesapuram,,,,0,,,,,,,,,,,,,,
678,12_C_67_01,ATP_C_67_Puttaparthi,Mylasamudram,,,,0,,,,,,,,,,,,,,
679,12_C_67_01,ATP_C_67_Puttaparthi,Kadiridevarapalli,,,,0,,,,,,,,,,,,,,
680,12_C_67_01,ATP_C_67_Puttaparthi,Kothapalli,,,,0,,,,,,,,,,,,,,
681,12_C_67_01,ATP_C_67_Puttaparthi,Narepalli,,,,0,,,,,,,,,,,,,,
682,12_C_67_01,ATP_C_67_Puttaparthi,Karisettipalli,,,,0,,,,,,,,,,,,,,
683,12_C_67_01,ATP_C_67_Puttaparthi,Tirumaladevarapalli,,,,0,,,,,,,,,,,,,,
684,12_C_67_01,ATP_C_67_Puttaparthi,Kodapaganipalli,,,,0,,,,,,,,,,,,,,
685,12_C_67_01,ATP_C_67_Puttaparthi,Iragampalli,,,,0,,,,,,,,,,,,,,
686,12_C_67_01,ATP_C_67_Puttaparthi,Lingareddipalli,,,,0,,,,,,,,,,,,,,
687,12_C_67_01,ATP_C_67_Puttaparthi,Thippabatlapalli,,,,0,,,,,,,,,,,,,,
688,12_C_67_01,ATP_C_67_Puttaparthi,Marukuntapalli,,,,0,,,,,,,,,,,,,,
689,12_C_67_01,ATP_C_67_Puttaparthi,K.Locherla,,,,0,,,,,,,,,,,,,,
690,12_C_67_01,ATP_C_67_Puttaparthi,Byrapuram,,,,0,,,,,,,,,,,,,,
691,12_C_67_01,ATP_C_67_Puttaparthi,Kadirepalli,,,,0,,,,,,,,,,,,,,
692,12_C_67_01,ATP_C_67_Puttaparthi,Bukkapatnam,,,,0,,,,,,,,,,,,,,
693,12_C_67_01,ATP_C_67_Puttaparthi,Puttaparthy,,,,0,,,,,,,,,,,,,,
694,12_C_67_01,ATP_C_67_Puttaparthi,Kothacheruvu,,,,0,,,,,,,,,,,,,,
695,12_C_67_04,ATP_C_67_Ravulachervu,Chennarayapatnam,,,,0,,,,,,,,,,,,,,
696,12_C_67_04,ATP_C_67_Ravulachervu,Sangala,,,,0,,,,,,,,,,,,,,
697,12_C_67_04,ATP_C_67_Ravulachervu,Obulapuram,,,,0,,,,,,,,,,,,,,
698,12_C_67_04,ATP_C_67_Ravulachervu,Dampetla,,,,0,,,,,,,,,,,,,,
699,12_C_67_04,ATP_C_67_Ravulachervu,D.Cherlopalli,,,,0,,,,,,,,,,,,,,
700,12_C_67_04,ATP_C_67_Ravulachervu,Darisimala,,,,0,,,,,,,,,,,,,,
701,12_C_67_04,ATP_C_67_Ravulachervu,Ganginepalli,,,,0,,,,,,,,,,,,,,
702,12_C_67_2,Atp_C_67_Sanivaripalli,S .Brahmanapalli,,,,0,,,,,,,,,,,,,,
703,12_C_67_3,Atp_C_67_Sanivaripalli,Sanivaripalli,,,,0,,,,,,,,,,,,,,
704,12_C_67_05,ATP_C_67_Somagatta,Kammavaripalli,,,,0,,,,,,,,,,,,,,
705,12_C_67_05,ATP_C_67_Somagatta,Budili,,,,0,,,,,,,,,,,,,,
706,12_C_67_05,ATP_C_67_Somagatta,Gorantla,,,,0,,,,,,,,,,,,,,
707,12_C_67_05,ATP_C_67_Somagatta,Maredipalli,,,,0,,,,,,,,,,,,,,
708,12_C_67_05,ATP_C_67_Somagatta,Puleru,,,,0,,,,,,,,,,,,,,
709,12_C_67_05,ATP_C_67_Somagatta,Chagaleru,,,,0,,,,,,,,,,,,,,
710,12_C_67_05,ATP_C_67_Somagatta,Kanumakulapalli,,,,0,,,,,,,,,,,,,,
711,12_C_67_05,ATP_C_67_Somagatta,Somagatta,,,,0,,,,,,,,,,,,,,
712,12_C_67_05,ATP_C_67_Somagatta,Yerrasingepalli,,,,0,,,,,,,,,,,,,,
713,12_C_67_05,ATP_C_67_Somagatta,Chowdireddipalli,,,,0,,,,,,,,,,,,,,
714,12_C_67_05,ATP_C_67_Somagatta,Muddireddipalli,,,,0,,,,,,,,,,,,,,
715,12_C_67_05,ATP_C_67_Somagatta,Gandladinne,,,,0,,,,,,,,,,,,,,
716,12_C_67_05,ATP_C_67_Somagatta,Kodikonda,,,,0,,,,,,,,,,,,,,
717,12_C_67_05,ATP_C_67_Somagatta,Kambaladinne,,,,0,,,,,,,,,,,,,,
718,12_C_67_09,ATP_C_67_Tadimarri,H.Sodanapalli,,,,0,,,,,,,,,,,,,,
719,12_C_67_09,ATP_C_67_Tadimarri,Malyavantham,,,,0,,,,,,,,,,,,,,
720,12_C_67_09,ATP_C_67_Tadimarri,Apparacheruvu,,,,0,,,,,,,,,,,,,,
721,12_C_67_09,ATP_C_67_Tadimarri,Garisalapalli,,,,0,,,,,,,,,,,,,,
722,12_C_67_09,ATP_C_67_Tadimarri,Chinnakotla,,,,0,,,,,,,,,,,,,,
723,12_C_67_09,ATP_C_67_Tadimarri,Budanampalli,,,,0,,,,,,,,,,,,,,
724,12_C_67_09,ATP_C_67_Tadimarri,Pinnadari,,,,0,,,,,,,,,,,,,,
725,12_C_67_09,ATP_C_67_Tadimarri,Kunukuntla,,,,0,,,,,,,,,,,,,,
