,,,,"CA","NCA","PQA",,,
943,"04_E_31-43","EG-G-BkNe-Gangavaram","Takurupalem",,,,0,,
944,"04_E_31-44","EG-G-BkNe-Gangavaram","Tirumalayapalem",,8,,8,,
945,"04_E_31-45","EG-G-BkNe-Gangavaram","R.Yerrampalem",,1,,1,,
946,"04_E_31-46","EG-G-BkNe-Gangavaram","Achyutapuram",,7,,7,,
947,"04_E_31-47","EG-G-BkNe-Gangavaram","Gummalladoddi",,2,,2,,
948,"04_E_31-48","EG-G-BkNe-Gangavaram","Kanupuru",,,,0,,
949,"04_E_31-49","EG-G-BkNe-Gangavaram","Nallagonda",,,,0,,
950,"04_E_31-50","EG-G-BkNe-Gangavaram","Jagametlapalem",,,,0,,
951,"04_E_31-51","EG-G-BkNe-Gangavaram","B.Velamakota",,,,0,,
952,"04_E_31-52","EG-G-BkNe-Gangavaram","Utla",,,,0,,
953,"04_E_31-53","EG-G-BkNe-Gangavaram","B.Ramannapalem",,,,0,,
954,"04_E_31-54","EG-G-BkNe-Gangavaram","FOREST",,,,0,,
955,"04_E_28_01-030","EG-G-Pm- Kutravada","PAMULAMAMIDI",,,,0,,
956,"04_E_28_01-030","EG-G-Pm- Kutravada","BANDA",,,,0,,
957,"04_E_28_01-030","EG-G-Pm- Kutravada","SIRIPANLOVA",,,,0,,
958,"04_E_28_01-030","EG-G-Pm- Kutravada","CHAKKAVADA",,,,0,,
959,"04_E_28_01-030","EG-G-Pm- Kutravada","MUNTHAMAMIDI",,,,0,,
960,"04_E_28_01-030","EG-G-Pm- Kutravada","CHAVIDIKOTA",,,,0,,
961,"04_E_28_01-030","EG-G-Pm- Kutravada","BODLANKA",,,,0,,
962,"04_E_28_01-030","EG-G-Pm- Kutravada","GUMPENAGANDI",,,,0,,
963,"04_E_28_01-030","EG-G-Pm- Kutravada","GUNDRATHY",,,,0,,
964,"04_E_28_01-030","EG-G-Pm- Kutravada","PULLANGI",,,,0,,
965,"04_E_28_01-030","EG-G-Pm- Kutravada","PEDDAMARRI",,,,0,,
966,"04_E_28_01-030","EG-G-Pm- Kutravada","ADDARIVALASA",,,,0,,
967,"04_E_28_01-030","EG-G-Pm- Kutravada","EGAVALASA",,,,0,,
968,"04_E_28_01-030","EG-G-Pm- Kutravada","PUSIWADA",,,,0,,
969,"04_E_28_01-030","EG-G-Pm- Kutravada","MUCHILIVADA",,,,0,,
970,"04_E_28_01-030","EG-G-Pm- Kutravada","AKUMAMIDIKOTA",,,,0,,
971,"04_E_28_01-030","EG-G-Pm- Kutravada","VAKKULURU",,,,0,,
972,"04_E_28_01-030","EG-G-Pm- Kutravada","KATCHALAVADA",,,,0,,
973,"04_E_28_01-030","EG-G-Pm- Kutravada","POTLAVADA",,,,0,,
974,"04_E_28_01-030","EG-G-Pm- Kutravada","CHATLAVADA",,,,0,,
975,"04_E_28_01-030","EG-G-Pm- Kutravada","NUKALETIVADA",,,,0,,
976,"04_E_28_01-030","EG-G-Pm- Kutravada","ELIVADA",,,,0,,
977,"04_E_28_01-030","EG-G-Pm- Kutravada","BODULURU",,,,0,,
978,"04_E_28_01-030","EG-G-Pm- Kutravada","GONDIVADA",,,,0,,
979,"04_E_28_01-030","EG-G-Pm- Kutravada","PAMULERU",,,,0,,
980,"04_E_28_01-030","EG-G-Pm- Kutravada","GOGUVALASA",,,,0,,
981,"04_E_28_01-030","EG-G-Pm- Kutravada","KUTRAVADA",,,,0,,
982,"04_E_28_01-030","EG-G-Pm- Kutravada","KAKURU",,,,0,,
983,"04_E_28_01-030","EG-G-Pm- Kutravada","ARJUNALOVA",,,,0,,
984,"04_E_28_01-030","EG-G-Pm- Kutravada","BHIMAVARAM",,,,0,,
985,"04_E_28_01-030","EG-G-Pm- Kutravada","IVAMPALLE",,,,0,,
986,"04_E_28_01-030","EG-G-Pm- Kutravada","KONDAVADA",,,,0,,
987,"04_E_28_01-030","EG-G-Pm- Kutravada","VUTHALURU",,,,0,,
988,"04_E_28_01-030","EG-G-Pm- Kutravada","VALAMURU",,,,0,,
989,"04_E_28_01-030","EG-G-Pm- Kutravada","P.MADDULURU",,,,0,,
990,"04_E_28_01-030","EG-G-Pm- Kutravada","THURUMAMIDI",,,,0,,
991,"04_E_28_01-030","EG-G-Pm- Kutravada","KADUMURU",,,,0,,
992,"04_E_28_01-030","EG-G-Pm- Kutravada","GUJJUMAMIDIVALASA",,,,0,,
993,"04_E_28_01-030","EG-G-Pm- Kutravada","Forest",,,,0,,
994,"04_E_28_01-030","EG-G-Pm- Kutravada","POOLOVA",,,,0,,
995,"04_E_28_01-030","EG-G-Pm- Kutravada","LINGAVARAM",,,,0,,
996,"04_E_28_01-030","EG-G-Pm- Kutravada","BABBILOVA",,,,0,,
997,"04_E_28_01-030","EG-G-Pm- Kutravada","DARAGEDDA",,,,0,,
998,"04_E_28_01-030","EG-G-Pm- Kutravada","NEELAMPALEM",,,,0,,
999,"04_E_28_01-030","EG-G-Pm- Kutravada","JALAGALOVA",,,,0,,
1000,"04_E_28_01-030","EG-G-Pm- Kutravada","POLAMANUGONDI",,,,0,,
1001,"04_E_28_01-030","EG-G-Pm- Kutravada","KANIVADA",,,,0,,
1002,"04_E_28_01-030","EG-G-Pm- Kutravada","JAJIVALASA",,,,0,,
1003,"04_E_28_01-030","EG-G-Pm- Kutravada","BUSIKOTA",,,,0,,
1004,"04_E_28_01-030","EG-G-Pm- Kutravada","BURADAVALASA",,,,0,,
1005,"04_E_28_01-030","EG-G-Pm- Kutravada","KORAMATIGONDI",,,,0,,
1006,"04_E_28_01-030","EG-G-Pm- Kutravada","IRLAVADA",,,,0,,
1007,"04_E_28_01-030","EG-G-Pm- Kutravada","DUMPAVALASA",,,,0,,
1008,"04_E_28_01-030","EG-G-Pm- Kutravada","PERIKIVALASA",,,,0,,
1009,"04_E_28_01-030","EG-G-Pm- Kutravada","Forest",,,,0,,
1010,"04_E_27-5_01-001","EG-G-Sb- Gudisa","GUDISE",,,,0,,
1011,"04_E_27-4_01-041","EG-G-Sb- Ijjaluru","IJJALURU",,,,0,,
1012,"04_E_27-3_01-027","EG-G-Sb- Nelluru","NELLURU",,,,0,,
1013,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Ganganuru",,,,0,,
1014,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Thangedukota",,,,0,,
1015,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Doragondi",,,,0,,
1016,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Singanakota",,,,0,,
1017,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Palagondi",,,,0,,
1018,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Koppulakota",,,,0,,
1019,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Kothapakalu",,,,0,,
1020,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Pathakota",,,,0,,
1021,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Karnikota",,,,0,,
1022,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Pulimetla",,,,0,,
1023,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Chananuru",,,,0,,
1024,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Chilakaveedhilanka",,,,0,,
1025,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Revadikota",,,,0,,
1026,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Kadarikota",,,,0,,
1027,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Allurigedda",,,,0,,
1028,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Gurtedu",,,,0,,
1029,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Veerampalem",,,,0,,
1030,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","G.Vattigedda",,,,0,,
1031,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Kothakota",,,,0,,
1032,"04_E_27-2_02-042","EG-G-Sb- Vattigedda","Edlakonda",,,,0,,
1033,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DARAVADA",,,,0,,
1034,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PEDDURU",,,,0,,
1035,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DORACHINTALAPALEM",,,,0,,
1036,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","SRIPURAM",,,,0,,
1037,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NARSAPURAM",,,,0,,
1038,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Forest",,,,0,,
1039,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KATHIRALLA",,,,0,,
1040,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PANCHADARALANKA",,,,0,,
1041,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PUTTAGANDI",,,,0,,
1042,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KUNKUMAMIDI",,,,0,,
1043,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","RATSAVALASA",,,,0,,
1044,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DARAWADA",,,,0,,
1045,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DARALOVA",,,,0,,
1046,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","GANNAVARAM",,,,0,,
1047,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NULAKAMAMIDI",,,,0,,
1048,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","GORABANDA",,,,0,,
1049,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","SESHARAI",,,,0,,
1050,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","JANGALATHOTA",,,,0,,
1051,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BURADAKOTA",,,,0,,
1052,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","JAJIGEDDA",,,,0,,
1053,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NELLIKOTA",,,,0,,
1054,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DADALIKAVADA",,,,0,,
1055,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","SINGAVARAM",,,,0,,
1056,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHAMAGADDA",,,,0,,
1057,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","RAMULAKONDA",,,,0,,
1058,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DABBAMAMIDI",,,,0,,
1059,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BANDIGEDDA",,,,0,,
1060,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NAKKARATHIPALEM",,,,0,,
1061,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Y. RAMAVARAM",,,,0,,
1062,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHINTHAKARRAPALEM",,,,0,,
1063,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","YARLAGADDA",,,,0,,
1064,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KOMARAVARAM",,,,0,,
1065,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PAIDIPUTTA",,,,0,,
1066,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PASARUGINNI",,,,0,,
1067,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","P. YERRAGONDA",,,,0,,
1068,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","VATTIGADDA",,,,0,,
1069,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","THADIKOTA",,,,0,,
1070,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DONARAI",,,,0,,
1071,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","RAVVAGADDA",,,,0,,
1072,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BHEEMUDUGADDA",,,,0,,
1073,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHINTHALAPUDI",,,,0,,
1074,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BODDAGUNTA",,,,0,,
1075,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHINTA KOYYA",,,,0,,
1076,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","VEDULLAPALLI",,,,0,,
1077,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","SIRIMETLA",,,,0,,
1078,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","AMMAPETA",,,,0,,
1079,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","ANNAMPALEM",,,,0,,
1080,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BONANGIPALEM",,,,0,,
1081,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","MUNAGALAPUDI",,,,0,,
1082,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PULUSUMAMIDI",,,,0,,
1083,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","VANAMAMIDIGONDI",,,,0,,
1084,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KOKITAGONDI",,,,0,,
1085,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","RACHAPALEM",,,,0,,
1086,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KAPPALABANDA",,,,0,,
1087,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KANATALABANDA",,,,0,,
1088,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PANASALAPALEM",,,,0,,
1089,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BURUGUVADA",,,,0,,
1090,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","MUVVALAVADA",,,,0,,
1091,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","GOBBILAPANUKULU",,,,0,,
1092,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PUTIKUNTA",,,,0,,
1093,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","TOTAKURAPALEM",,,,0,,
1094,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","GUMMARAPALEM",,,,0,,
1095,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHAVITIDIBBALU",,,,0,,
1096,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DEVARAMADUGULA",,,,0,,
1097,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","GODUGURAYI",,,,0,,
1098,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","DALIPADU",,,,0,,
1099,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PEDAVULEMPADU",,,,0,,
1100,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHENDURTHI",,,,0,,
1101,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KOTA",,,,0,,
1102,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PUTTAPALLI",,,,0,,
1103,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BULLOJUPALEM",,,,0,,
1104,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KBCHIPPALAMAMIDI",,,,0,,
1105,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHINAVULEMPADU",,,,0,,
1106,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","REGADIPALEM",,,,0,,
1107,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","TUMIKELAPADU",,,,0,,
1108,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NAKKALAPADU",,,,0,,
1109,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","K. YERRAGONDA",,,,0,,
1110,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","SIMHADRIPALEM",,,,0,,
1111,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NUVVUGANTIPALEM",,,,0,,
1112,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","YERRAMREDDIPALEM",,,,0,,
1113,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","MULASALAPALEM",,,,0,,
1114,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BODDAPALLI",,,,0,,
1115,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","GANDEMPALLI",,,,0,,
1116,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Forest",,,,0,,
1117,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Chikkapugadda",,,,0,,
1118,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Seetharampadu",,,,0,,
1119,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Rollagedda",,,,0,,
1120,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Dabbapalem",,,,0,,
1121,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Chakirevulapalem",,,,0,,
1122,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Makaram",,,,0,,
1123,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Veeravaram",,,,0,,
1124,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Peddavadisakarra",,,,0,,
1125,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Penikelapadu",,,,0,,
1126,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Vangalamadugu",,,,0,,
1127,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Chinnapadu",,,,0,,
1128,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Chinavadisakarra",,,,0,,
1129,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Choppanagadda",,,,0,,
1130,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Rayapalli",,,,0,,
1131,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Vedullakonda",,,,0,,
1132,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Annampalem",,,,0,,
1133,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Vutlapalem",,,,0,,
1134,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Anukulapalem",,,,0,,
1135,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Ravulapalem",,,,0,,
1136,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Ravigudem",,,,0,,
1137,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Settipalli",,,,0,,
1138,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Chaparathipalem",,,,0,,
1139,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Jalluru",,,,0,,
1140,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Thungamadugula",,,,0,,
1141,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Ratnampalem",,,,0,,
1142,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Mamidipalem",,,,0,,
1143,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Tiyyamamidi",,,,0,,
1144,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Dhanyampalem",,,,0,,
1145,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Pedamunakanagedda",,,,0,,
1146,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Paidiputtapadu",,,,0,,
1147,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Chinamunakanagedda",,,,0,,
1148,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Mitlapalem",,,,0,,
1149,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Panukuratipalem",,,,0,,
1150,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Latchireddipalem",,,,0,,
1151,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Forest",,,,0,,
1152,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","LAKSHMIPURAM",,1,,1,,
1153,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","SEETHARAMPADU",,,,0,,
1154,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NUVVUMAMIDI",,,,0,,
1155,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NEELAVARAM",,,,0,,
1156,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","MOHANAPURAM",,2,,2,,
1157,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PANDRAPROLU",,,,0,,
1158,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","POTHANDORAPALEM",,,,0,,
1159,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KARAKAPADU",,,,0,,
1160,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BARRIMAMIDI",,,,0,,
1161,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","YELLAPURAM",,,,0,,
1162,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","MARRIPALEM",,,,0,,
1163,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","E. RAMAVARAM",,,,0,,
1164,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","PEDA ADDAPALLI",,,,0,,
1165,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","ZADERU",,,,0,,
1166,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","KURAMGONDI",,,,0,,
1167,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","SARABHAVARAM",,,,0,,
1168,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","YETIPALLI",,,,0,,
1169,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHINA ADDAPALLI",,,,0,,
1170,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHEEDIPALEM",,,,0,,
1171,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","Forest",,,,0,,
1172,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","VADAPALLE",,,,0,,
1173,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","NIMMALAPALEM",,,,0,,
