,,,,"CA","NCA","PQA",,,
1174,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHERUVURU",,,,0,,
1175,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","BOLAGONDA",,,,0,,
1176,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","CHUPPARIPALEM",,,,0,,
1177,"04_F_19-4_02-083","EG-MHG-Pd- Y.Ramavaram","FOREST AREA",,,,0,,
1178,"04_E_29_14-001","EG-G-Mv- Kondamodalu","MUNJAMAMIDI",,,,0,,
1179,"04_E_29_14-001","EG-G-Mv- Kondamodalu","KUNDADA",,,,0,,
1180,"04_E_29_14-001","EG-G-Mv- Kondamodalu","MUSURU",,,,0,,
1181,"04_E_29_14-001","EG-G-Mv- Kondamodalu","M.MADDULURU",,,,0,,
1182,"04_E_29_14-001","EG-G-Mv- Kondamodalu","Forest",,,,0,,
1183,"04_E_29_14-001","EG-G-Mv- Kondamodalu","KINTUKURU",,,,0,,
1184,"04_E_29_14-001","EG-G-Mv- Kondamodalu","EETHAPALLE",,,,0,,
1185,"04_E_29_14-001","EG-G-Mv- Kondamodalu","KOYYALAGUDEM",,,,0,,
1186,"04_E_29_14-001","EG-G-Mv- Kondamodalu","LANKAPAKALU",,,,0,,
1187,"04_E_29_14-001","EG-G-Mv- Kondamodalu","VEERLAMAMIDI",,,,0,,
1188,"04_E_29_14-001","EG-G-Mv- Kondamodalu","KAKAVADA",,,,0,,
1189,"04_E_29_14-001","EG-G-Mv- Kondamodalu","CHELAKAVEEDHI",,,,0,,
1190,"04_E_29_14-001","EG-G-Mv- Kondamodalu","VEMULAKONDA",,,,0,,
1191,"04_E_29_14-001","EG-G-Mv- Kondamodalu","TIRUGATIRALLU",,0,,0,,
1192,"04_E_29_14-001","EG-G-Mv- Kondamodalu","AKURU",,,,0,,
1193,"04_E_29_14-001","EG-G-Mv- Kondamodalu","SUVARLAVADA",,,,0,,
1194,"04_E_29_14-001","EG-G-Mv- Kondamodalu","VATTICHELAKALU",,,,0,,
1195,"04_E_29_14-001","EG-G-Mv- Kondamodalu","Forest",,,,0,,
1196,"04_E_29_14-001","EG-G-Mv- Kondamodalu","KONDAMODALU",,,,0,,
1197,"04_E_29_14-001","EG-G-Mv- Kondamodalu","CHINTALAGUDEM",,,,0,,
1198,"04_E_29_14-001","EG-G-Mv- Kondamodalu","MAMIDIVALASA",,,,0,,
1199,"04_E_29_14-001","EG-G-Mv- Kondamodalu","THUMMURU",,,,0,,
1200,"04_E_29_14-001","EG-G-Mv- Kondamodalu","GONDURU",,,,0,,
1201,"04_E_29_14-001","EG-G-Mv- Kondamodalu","KATCHULURU",,,,0,,
1202,"04_E_29_14-001","EG-G-Mv- Kondamodalu","MANTURU",,,,0,,
1203,"04_E_29_14-001","EG-G-Mv- Kondamodalu","LINGAVARAM",,,,0,,
1204,"04_E_29_14-001","EG-G-Mv- Kondamodalu","THOYYERU",,,,0,,
1205,"04_E_29_14-001","EG-G-Mv- Kondamodalu","DEVIPATNAM",,,,0,,
1206,"04_E_29_14-001","EG-G-Mv- Kondamodalu","GANUGULAGONDI",,,,0,,
1207,"04_E_29_14-001","EG-G-Mv- Kondamodalu","KUDAKARAYI",,,,0,,
1208,"04_E_29_14-001","EG-G-Mv- Kondamodalu","Forest",,,,0,,
1209,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Pedageddada",,,,0,,
1210,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Cheruvupalem",,,,0,,
1211,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Chilakamamidi",,,,0,,
1212,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Busigudem",,,,0,,
1213,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Madicharla",,,,0,,
1214,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Immidivaram",,,,0,,
1215,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Gungugudem",,,,0,,
1216,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Isukupatla",,,,0,,
1217,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Kottapakalu",,,,0,,
1218,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Peddapadu",,,,0,,
1219,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Chinageddada",,,,0,,
1220,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Daragudem",,,,0,,
1221,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Dabbavalasa",,,,0,,
1222,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Sokulagudem",,,,0,,
1223,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Gandhinagaram",,,,0,,
1224,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Bhupatipalem",,,,0,,
1225,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Rampa",,5,,5,,
1226,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Ramachodavaram",,,,0,,
1227,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Marrivada",,,,0,,
1228,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Bhimavaram",,,,0,,
1229,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Korumilli",,,,0,,
1230,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Bandapalli",,,,0,,
1231,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Kunjamveedhi",,,,0,,
1232,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Sirigindalapadu",,,,0,,
1233,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Pandirimamidi",,,,0,,
1234,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Gogumilli",,,,0,,
1235,"04_E_30_13-036","EG-G-Sp- Rchodavaram","T.Burugubandha",,1,,1,,
1236,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Usirijonnala",,,,0,,
1237,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Doramadugula",,,,0,,
1238,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Tatiwada",,,,0,,
1239,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Bornagudem",,,,0,,
1240,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Italapalli",,0,,0,,
1241,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Polavaram",,,,0,,
1242,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Beerampalli",,0,,0,,
1243,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Sithapalli",,,,0,,
1244,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Jagarampalli",,,,0,,
1245,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Chinabarangi",,,,0,,
1246,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Pedabarangi",,2,,2,,
1247,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Musurimilli",,,,0,,
1248,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Tamarapalli",,,,0,,
1249,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Gopavaram",,,,0,,
1250,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Gotlagudem",,,,0,,
1251,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Nunepalli",,,,0,,
1252,"04_E_30_13-036","EG-G-Sp- Rchodavaram","DOKULAPADU",,,,0,,
1253,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PEDDAKONDA",,,,0,,
1254,"04_E_30_13-036","EG-G-Sp- Rchodavaram","GINNEPALLE",,,,0,,
1255,"04_E_30_13-036","EG-G-Sp- Rchodavaram","KOMARAVARAM",,,,0,,
1256,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Forest",,,,0,,
1257,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PEDDANOOTULU",,,,0,,
1258,"04_E_30_13-036","EG-G-Sp- Rchodavaram","MULAKALAGUDEM",,,,0,,
1259,"04_E_30_13-036","EG-G-Sp- Rchodavaram","KOTTAGUDEM",,,,0,,
1260,"04_E_30_13-036","EG-G-Sp- Rchodavaram","TATIWADA",,,,0,,
1261,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PEDDURU",,,,0,,
1262,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PAMUGANDI",,,,0,,
1263,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PALURU(PALEM)",,,,0,,
1264,"04_E_30_13-036","EG-G-Sp- Rchodavaram","DONALANKA",,,,0,,
1265,"04_E_30_13-036","EG-G-Sp- Rchodavaram","MADDIRATIGUDEM",,,,0,,
1266,"04_E_30_13-036","EG-G-Sp- Rchodavaram","CHOPPAKONDA",,,,0,,
1267,"04_E_30_13-036","EG-G-Sp- Rchodavaram","DAMANAPALLI",,,,0,,
1268,"04_E_30_13-036","EG-G-Sp- Rchodavaram","V.RAYANAPALEM",,,,0,,
1269,"04_E_30_13-036","EG-G-Sp- Rchodavaram","LAKSHMIPURAM",,,,0,,
1270,"04_E_30_13-036","EG-G-Sp- Rchodavaram","GUMPANAPALLI",,,,0,,
1271,"04_E_30_13-036","EG-G-Sp- Rchodavaram","A.VEERAVARAM",,,,0,,
1272,"04_E_30_13-036","EG-G-Sp- Rchodavaram","CH.RAMANAYYAPET",,,,0,,
1273,"04_E_30_13-036","EG-G-Sp- Rchodavaram","DANDANGI",,,,0,,
1274,"04_E_30_13-036","EG-G-Sp- Rchodavaram","VELAGAPALLI",,,,0,,
1275,"04_E_30_13-036","EG-G-Sp- Rchodavaram","GANGAVARAM",,,,0,,
1276,"04_E_30_13-036","EG-G-Sp- Rchodavaram","YERRAMETLA",,,,0,,
1277,"04_E_30_13-036","EG-G-Sp- Rchodavaram","RAYAVARAM",,,,0,,
1278,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PUDIPALLE",,,,0,,
1279,"04_E_30_13-036","EG-G-Sp- Rchodavaram","ANGULURU",,,,0,,
1280,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Forest",,,,0,,
1281,"04_E_30_13-036","EG-G-Sp- Rchodavaram","KUDURU",,,,0,,
1282,"04_E_30_13-036","EG-G-Sp- Rchodavaram","VETIKURU",,2,,2,,
1283,"04_E_30_13-036","EG-G-Sp- Rchodavaram","MAREDUMILLI",,,,0,,
1284,"04_E_30_13-036","EG-G-Sp- Rchodavaram","TURRURU",,,,0,,
1285,"04_E_30_13-036","EG-G-Sp- Rchodavaram","RAMANNAVALASA",,,,0,,
1286,"04_E_30_13-036","EG-G-Sp- Rchodavaram","SUNNAMPADU",,,,0,,
1287,"04_E_30_13-036","EG-G-Sp- Rchodavaram","DEVARAPALLI",,,,0,,
1288,"04_E_30_13-036","EG-G-Sp- Rchodavaram","NOORUPUDI",,,,0,,
1289,"04_E_30_13-036","EG-G-Sp- Rchodavaram","DENDULURU",,,,0,,
1290,"04_E_30_13-036","EG-G-Sp- Rchodavaram","GORAMAMIDI",,,,0,,
1291,"04_E_30_13-036","EG-G-Sp- Rchodavaram","MALLAVARAM",,,,0,,
1292,"04_E_30_13-036","EG-G-Sp- Rchodavaram","MADDIVEDU",,,,0,,
1293,"04_E_30_13-036","EG-G-Sp- Rchodavaram","TADEPALLI",,,,0,,
1294,"04_E_30_13-036","EG-G-Sp- Rchodavaram","VYDUPUDI",,,,0,,
1295,"04_E_30_13-036","EG-G-Sp- Rchodavaram","P.G.LANKA",,,,0,,
1296,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PANDIRIMAMIDIKOTA",,,,0,,
1297,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PUJARIPAKALU",,,,0,,
1298,"04_E_30_13-036","EG-G-Sp- Rchodavaram","D.VELAMALAKOTA",,,,0,,
1299,"04_E_30_13-036","EG-G-Sp- Rchodavaram","DORAMAMIDI",,,,0,,
1300,"04_E_30_13-036","EG-G-Sp- Rchodavaram","PEDAMALLUPADU",,,,0,,
1301,"04_E_30_13-036","EG-G-Sp- Rchodavaram","Forest",,,,0,,
1302,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Doddivaka",,,,0,,
1303,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Timmapuram",,,,0,,
1304,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Forest",,,,0,,
1305,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Komarapuram",,,,0,,
1306,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Ameenabada",,,,0,,
1307,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Marripalem",,,,0,,
1308,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Cherukumpalem",,,,0,,
1309,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Urlakulapadu",,,,0,,
1310,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Bornagudem",,,,0,,
1311,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","G.sarabhavaram",,,,0,,
1312,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Forest",,2,,2,,
1313,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","J.Annavaram",,,,0,,
1314,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Lakkavaram",,0,,0,,
1315,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Marriveedu",,,,0,,
1316,"04_F_19-1_04-055","EG-MHG-Dg- Bornagudem","Forest",,,,0,,
1317,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","KIRRABU",,,,0,,
1318,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","TALLAPALEM",,,,0,,
1319,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","BODLAGONDI",,,,0,,
1320,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","BOYAPADU",,,,0,,
1321,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","VANAKARAYI",,1,,1,,
1322,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","SARABHAVARAM",,,,0,,
1323,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","APPANNAPALEM",,,,0,,
1324,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","DAMANAPALEM",,,,0,,
1325,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","JEELUGULAPADU",,,,0,,
1326,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","KINDRA",,1,,1,,
1327,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","LAGARAYI",,,,0,,
1328,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","KONDAPALLI",,,,0,,
1329,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","DAKARAYI",,,,0,,
1330,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","BADADANAMPALLI",,,,0,,
1331,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","CHINARELLANGIPADU",,,,0,,
1332,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","AMMIREKALA",,,,0,,
1333,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","KIMILIGEDDA",,,,0,,
1334,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","SURAMPALEM",,,,0,,
1335,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","LABBARTHI",,,,0,,
1336,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","MUNJAVARAPPADU",,,,0,,
1337,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","ANANTHAGIRI",,,,0,,
1338,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","DONGALA MALLAVARAM",,,,0,,
1339,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","NELLIMETLA",,,,0,,
1340,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","DUSARIPAMU",,11,,11,,
1341,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","RAJAVOMMANGI",,,,0,,
1342,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","VOYYEDU",,,,0,,
1343,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","MURLAVANIPALEM",,,,0,,
1344,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","SUBBAMPADU",,,,0,,
1345,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","GINJERTHI",,,,0,,
1346,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","THANTIKONDA",,,,0,,
1347,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","YERRAMPADU",,,,0,,
1348,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","SINGAMPALLE",,,,0,,
1349,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","GOBBILAMADUGU",,,,0,,
1350,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","DONELAPALEM",,20,,20,,
1351,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","JADDANGI",,,,0,,
1352,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","REVATIPALEM",,,,0,,
1353,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","VELAGALAPALEM",,,,0,,
1354,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Forest",,,,0,,
1355,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Kinaparti",,,,0,,
1356,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Gavarayyapeta",,,,0,,
1357,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Konalova",,,,0,,
1358,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Veerabhadrapuram",,,,0,,
1359,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Gondolu",,,,0,,
1360,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Rajavaram",,,,0,,
1361,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Sarampeta",,,,0,,
1362,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Gangampalem",,,,0,,
1363,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Achayyapeta",,,,0,,
1364,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Venkatanagaram",,,,0,,
1365,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Mulakalayala Bhimavaram",,,,0,,
1366,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Bandamamillu",,,,0,,
1367,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Bodlanka",,,,0,,
1368,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Dakodu",,,,0,,
1369,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Gottilapadu",,,,0,,
1370,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Kottampalem",,,,0,,
1371,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Languparthi",,,,0,,
1372,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Nadimpalem",,,,0,,
1373,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Rajanagaram",,,,0,,
1374,"04_F_19-3_03-043","EG-MHG-Md- Jaddangi","Forest",,,,0,,
1375,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Bonangipalem",,,,0,,
1376,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Gaduvakurthi",,,,0,,
1377,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Forest",,1,,1,,
1378,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Vetamamidi",,,,0,,
1379,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","D.Bhimavaram",,,,0,,
1380,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Mallavarammamilla",,,,0,,
1381,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Nimmalapalem",,,,0,,
1382,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Doramamidi",,,,0,,
1383,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Somannapalem",,,,0,,
1384,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Uligogula",,,,0,,
1385,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Kalimamidi",,,,0,,
1386,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Jajipalem",,,,0,,
1387,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Tirumalawada",,,,0,,
1388,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Durcharti",,,,0,,
1389,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Potuluru",,,,0,,
1390,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","D.Ramavaram",,,,0,,
1391,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Nukarai",,,,0,,
1392,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Bandakonda",,,,0,,
1393,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","D.Ammapeta",,,,0,,
1394,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","D.Kothuru",,,,0,,
1395,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","D.Chodavaram",,,,0,,
1396,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Darsinutula(Regulapadu)",,,,0,,
1397,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Duppalapalem",,,,0,,
1398,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Panasaloddi",,,,0,,
1399,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Yellapuram",,,,0,,
1400,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Anigeru",,9,,9,,
1401,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Addateegala",,,,0,,
1402,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Kovelapalem",,,,0,,
1403,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Dokkapalem",,1,,1,,
1404,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Bhimudupakalu",,1,,1,,
1405,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Papampet",,,,0,,
1406,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Chinna Addateegala",,,,0,,
1407,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Yellavaram",,,,0,,
1408,"04_F_19-2_03-061","EG-MHG-Mg- Addateegala","Forest",,,,0,,
,,,,1,1,1,1,1,1
