,,,,"CA","NCA","PQA",
272,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Kondapaturu",0,0,0,0
273,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Appapuram",0,0,0,0
274,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Retur",0,0,0,0
275,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Bodipalem",0,0,0,0
276,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Jillellamudi",0,0,0,0
277,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Rupenaguntla",0,0,0,0
278,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Muppalla",0,0,0,0
279,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Gollapadu",0,0,0,0
280,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Kanuparru",0,0,0,0
281,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Irlapadu",0,0,0,0
282,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","N.Agraharam",0,0,0,0
283,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Ganapavaram",0,0,0,0
284,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Pamidipadu Agraharam",0,0,0,0
285,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Mulakaluru",0,0,0,0
286,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Guntagarlapadu",0,0,0,0
287,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Ravipadu",0,0,0,0
288,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Ikkurru",0,0,0,0
289,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Lingamguntla",12,0,0,12
290,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Narasaraopet",22,0,0,22
291,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Jonnalagadda",6,0,0,6
292,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Pothavarppadu",0,0,0,0
293,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Kesanapalle",0,0,0,0
294,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Ellamanda",0,0,0,0
295,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Uppalapadu",0,0,0,0
296,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Govindapuram",0,0,0,0
297,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Kavuru",0,0,0,0
298,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Manukondavaripalem",0,0,0,0
299,"07-C-55-39","GNT-C-55-Nalanda-Narasaraopet","Veluru",0,0,0,0
300,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Pedanadipadu",0,0,0,0
301,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Annavaram",0,0,0,0
302,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Uppalapadu",0,0,0,0
303,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Palaparru",0,0,0,0
304,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Mulapalem",0,0,0,0
305,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Jammulapalem",0,0,0,0
306,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Cheruvu",0,0,0,0
307,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Narasayapelem",0,0,0,0
308,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Murukondapadu",0,0,0,0
309,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Kankatapalem",0,0,0,0
310,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Bapatla West",15,0,0,15
311,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Bapatla East",0,0,0,0
312,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Adivi",0,0,0,0
313,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","M.P.Varipalem",0,0,0,0
314,"07-C-55-40","GNT-C-55-Nallama-Pedanandipadu","Forest and marshes",0,0,0,0
315,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Tadepalle",0,0,0,0
316,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Kunchanapalle",0,0,0,0
317,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Kolanukonda",0,0,0,0
318,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Vaddeswaram",0,0,0,0
319,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Ippatam",0,0,0,0
320,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Gundimeda",0,0,0,0
321,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Chirravuru",0,0,0,0
322,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Atmakur",0,0,0,0
323,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Mangalagiri",10,0,0,10
324,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Kaza",0,0,0,0
325,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Chinakakani",0,0,0,0
326,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Pedavadlapudi",0,0,0,0
327,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Chinavadlapudi",0,0,0,0
328,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Nutakki",2,0,0,2
329,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Ramachandrapuram",0,0,0,0
330,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Guntur",65,0,0,65
331,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Budampadu",8,0,0,8
332,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Nallapadu",5,0,0,5
333,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Koppuravuru",0,0,0,0
334,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Namburu",5,0,0,5
335,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Pedakakani",5,0,0,5
336,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Venigandla",0,0,0,0
337,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Agatavarappadu",0,0,0,0
338,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Takkellapadu",0,0,0,0
339,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Uppalapadu",0,0,0,0
340,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Devarayabhotlapalem",0,0,0,0
341,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Tangellamudi",0,0,0,0
342,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Anumarlapudi",0,0,0,0
343,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Narakoduru",0,0,0,0
344,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Vejendla",5,0,0,5
345,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Suddapally",0,0,0,0
346,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","M. Ananthavaram",0,0,0,0
347,"07-C-55-46","GNT-C-55-Pedda-2-Mangalagiri","Sekuru",2,0,0,2
348,"07-C-55-44","GNT-C-55-Rama-Prathipadu","Kondaveedu Hill & Forest",0,0,0,0
349,"07-C-55-44","GNT-C-55-Rama-Prathipadu","Edulapalem",0,0,0,0
350,"07-C-55-44","GNT-C-55-Rama-Prathipadu","Prattipadu",0,0,0,0
351,"07-C-55-44","GNT-C-55-Rama-Prathipadu","Nadimpalem",2,0,0,2
352,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Kondaveedu Hill & Forest ",0,0,0,0
353,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Kondajagarlamudi",0,0,0,0
354,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Gottipadu",0,0,0,0
355,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Ganikapudi",0,0,0,0
356,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Marripalem",0,0,0,0
357,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Unnava",0,0,0,0
358,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Viswanadhuni Kandrika",0,0,0,0
359,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Karuchola",0,0,0,0
360,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Kopparru",0,0,0,0
361,"07-C-55-43","GNT-C-55-Tummala-Edlapadu","Annaparru",0,0,0,0
362,"07-C-55-38","GNT-C-55-Ura-Rompicherla","Dasaripalem",0,0,0,0
363,"07-C-55-38","GNT-C-55-Ura-Rompicherla","Annavaram",0,0,0,0
364,"07-C-55-38","GNT-C-55-Ura-Rompicherla","Romphicherla",0.001,0,0,0.001
365,"07-C-55-38","GNT-C-55-Ura-Rompicherla","Vipperlapalli Agraharam",0.001,0,0,0.001
366,"07-C-55-38","GNT-C-55-Ura-Rompicherla","Muthanapalli",0.001,0,0,0.001
367,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Kunkalagunta",0,0,0,0
368,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Palapadu",0,0,0,0
369,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Kakani",0,0,0,0
370,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Petlurivaripalem",0,0,0,0
371,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Kondakavuru",0,0,0,0
372,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Santhagudipadu",0,0,0,0
373,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Vipparla",0,0,0,0
374,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Machavaram",0,0,0,0
375,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Nallagarlapadu",0,0,0,0
376,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Edavalli",0,0,0,0
377,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Pothavaram",0,0,0,0
378,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Chilakaluripet",0,0,0,0
379,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Gottipadu",0,0,0,0
380,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Pasumarru",0,0,0,0
381,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Chinapasumarru",0,0,0,0
382,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Boppudi",0,0,0,0
383,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Rajapeta",0,0,0,0
384,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Murikipudi",0,0,0,0
385,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Tatapudi",0,0,0,0
386,"07-C-55-36","GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole","Kantevarikandrika",0,0,0,0
387,"07-C-57-33","GNT-C-57-Anga-Angalur","Bollapalle RF",0,0,0,0
388,"07-C-57-33","GNT-C-57-Anga-Angalur","Agnigundala",5,0,0,5
389,"07-C-57-33","GNT-C-57-Anga-Angalur","Angaluru",0,0,0,0
390,"07-C-57-33","GNT-C-57-Anga-Angalur","Kotcherla",0,0,0,0
391,"07-C-57-33","GNT-C-57-Anga-Angalur","Kondramutla",0,0,0,0
392,"07-C-57-33","GNT-C-57-Anga-Angalur","Dasullapalli",0,0,0,0
393,"07-C-57-35","GNT-C-57-Cheja-Chejerla","Hill and Forest",0,0,0,0
394,"07-C-57-35","GNT-C-57-Cheja-Chejerla","Chejerla",0,0,0,0
395,"07-C-57-35","GNT-C-57-Cheja-Chejerla","Arepalli",0,0,0,0
396,"07-C-57-36","GNT-C-57-Cheja-Chejerla","Hill and Forest",0,0,0,0
397,"07-C-57-35","GNT-C-57-Cheja-Chejerla","Inumella",0,0,0,0
398,"07-C-57-35","GNT-C-57-Cheja-Chejerla","Muppalla",0,0,0,0
399,"07-C-57-35","GNT-C-57-Cheja-Chejerla","Chittapuram",0,0,0,0
400,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Karumanchi",0,0,0,0
401,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Madamanchipadu",0,0,0,0
402,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Settupalle",0,0,0,0
403,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Ummadivaram",0,0,0,0
404,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Nagulavaram",0,0,0,0
405,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Gokanakonda",0,0,0,0
406,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Pamidipadu",0,0,0,0
407,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Khambhampadu",0,0,0,0
408,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","T.Annavaram",0,0,0,0
409,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Tellabadu",0,0,0,0
410,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Uppalapadu",0,0,0,0
411,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Tripurapuram",0,0,0,0
412,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Kondraprolu",0,0,0,0
413,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Mulakaluru",0,0,0,0
414,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Puvvada",0,0,0,0
415,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Talarlapalle",0,0,0,0
416,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","V.Appapuram",0,0,0,0
417,"07-C-57-30","GNT-C-57-Gundla-1-Nuzendla-Part_Ongole","Nuzendla",0,0,0,0
418,"07-C-57-64","GNT-C-57-Gundla-2-Thimmapuram-Part_Ongole","Putchanutala",0,0,0,0
419,"07-C-57-64","GNT-C-57-Gundla-2-Thimmapuram-Part_Ongole","Timmapuram",0,0,0,0
420,"07-C-57-29","GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole","Gandiganumala",0,0,0,0
421,"07-C-57-29","GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole","Ravulapuram",0,0,0,0
422,"07-C-57-29","GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole","Gutlapalle",0,0,0,0
423,"07-C-57-29","GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole","Bollapally R.F",0,0,0,0
424,"07-C-57-63","GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole","Koppukonda",0,0,0,0
425,"07-C-57-63","GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole","Chowtayapalem",0,0,0,0
426,"07-C-57-63","GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole","Neelagangavaram",0,0,0,0
427,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Guttikonda RF",0,0,0,0
428,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Bommarajupally",0,0,0,0
429,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Ipur",0,0,0,0
430,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Vanikunta",0,0,0,0
431,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Kondayapalem",0,0,0,0
432,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Gundepalle",0,0,0,0
433,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Kottaluru",0,0,0,0
434,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Potluru",0,0,0,0
435,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Sanampudi",0,0,0,0
436,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Kanumarlapudi",0,0,0,0
437,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Pitchikalapalem",0,0,0,0
438,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Naragayapalem",0,0,0,0
439,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Brahmanapalle",0,0,0,0
440,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Vittamrajupalle",0,0,0,0
441,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Pedakancherla",0,0,0,0
442,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Perumallapalle",0,0,0,0
443,"07-C-57-34","GNT-C-57-Konkeru-Savalyapuram","Enugupalem",0,0,0,0
444,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Bollapalle ",0,0,0,0
445,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Vaddemgunta",0,0,0,0
446,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Sarikondayapalem",0,0,0,0
447,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Vellaturu",0,0,0,0
448,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Perurupadu",0,0,0,0
449,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Kanumalacheruvu",0,0,0,0
450,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Bollapalle Hill&Forst",0,0,0,0
451,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","PerurupaduHill&Forest",0,0,0,0
452,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Narasarayanipalem",0,0,0,0
453,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Dondapadu",0,0,0,0
454,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Timmayapalem",0,0,0,0
455,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Vinukonda",10,0,0,10
456,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Venkupalem",0,0,0,0
457,"07-C-57-32","GNT-C-57-Pasupuleru-Vellaturu","Vinukonda Hill&Forest",0,0,0,0
458,"07-C-57-31","GNT-C-57-Vola-Tangirala","Andugulapadu",0,0,0,0
459,"07-C-57-31","GNT-C-57-Vola-Tangirala","Nayanipalem",0,0,0,0
460,"07-C-57-31","GNT-C-57-Vola-Tangirala","Sivapuram",0,0,0,0
461,"07-C-57-31","GNT-C-57-Vola-Tangirala","Surepally",0,0,0,0
462,"07-C-57-31","GNT-C-57-Vola-Tangirala","Tangirala",0,0,0,0
463,"07-C-57-31","GNT-C-57-Vola-Tangirala","Murthuzapuram",0,0,0,0
464,"07-C-57-31","GNT-C-57-Vola-Tangirala","Chintalacheruvu",0,0,0,0
465,"07-C-57-31","GNT-C-57-Vola-Tangirala","Peddavaram",0,0,0,0
466,"07-C-57-31","GNT-C-57-Vola-Tangirala","Ainavolu",0,0,0,0
467,"07-C-57-31","GNT-C-57-Vola-Tangirala","Mukkellapadu",0,0,0,0
468,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Chintapalli",0,0,0,0
469,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Tallacheruvu",0,0,0,0
470,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Chamarru",0,0,0,0
471,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Kogantivaripalem",0,0,0,0
472,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Chigurupadu",0,0,0,0
473,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Pedapalem",0,0,0,0
474,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Konduru",0,0,0,0
475,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Mittapalem",0,0,0,0
476,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Velpuru",0,0,0,0
477,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Oravakallu",0,0,0,0
478,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Ambadipudi",0,0,0,0
479,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Konur",0,0,0,0
480,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Kastala Agraharam",0,0,0,0
481,"07-D-50-20","GNT-D-50-Atcham.-Atchampeta","Venkatayapalem Hill & Forest",0,0,0,0
482,"07-D-50-23","GNT-D-50-Challa-Challagundla","Pakalapadu",0,0,0,0
483,"07-D-50-23","GNT-D-50-Challa-Challagundla","Kattamuru",0,0,0,0
484,"07-D-50-23","GNT-D-50-Challa-Challagundla","Abbur",0,0,0,0
485,"07-D-50-23","GNT-D-50-Challa-Challagundla","Bhimavaram",0,0,0,0
486,"07-D-50-23","GNT-D-50-Challa-Challagundla","Kankanalapalli",0,0,0,0
487,"07-D-50-23","GNT-D-50-Challa-Challagundla","Dhulipalla",6,0,0,6
488,"07-D-50-23","GNT-D-50-Challa-Challagundla","Sattenapally",6,0,0,6
489,"07-D-50-23","GNT-D-50-Challa-Challagundla","Challagundla",2,0,0,2
490,"07-D-50-23","GNT-D-50-Challa-Challagundla","Cheemalamarri",0,0,0,0
491,"07-D-50-23","GNT-D-50-Challa-Challagundla","Chagallu",0,0,0,0
492,"07-D-50-23","GNT-D-50-Challa-Challagundla","Dachavarapadu",0,0,0,0
493,"07-D-50-23","GNT-D-50-Challa-Challagundla","Tondapi",0,0,0,0
494,"07-D-50-23","GNT-D-50-Challa-Challagundla","Madala",0,0,0,0
495,"07-D-50-23","GNT-D-50-Challa-Challagundla","Bollavaram",0,0,0,0
496,"07-D-50-23","GNT-D-50-Challa-Challagundla","Dammalapudu",0,0,0,0
497,"07-D-50-9","GNT-D-50-Dandi-Gurajala","Pulipadu",0,0,0,0
498,"07-D-50-9","GNT-D-50-Dandi-Gurajala","Gangavaram",0,0,0,0
499,"07-D-50-9","GNT-D-50-Dandi-Gurajala","Palligunta",0,0,0,0
500,"07-D-50-9","GNT-D-50-Dandi-Gurajala","Gurajala",0,0,0,0
501,"07-D-50-9","GNT-D-50-Dandi-Gurajala","Charlagudipadu",0,0,0,0
502,"07-D-50-9","GNT-D-50-Dandi-Gurajala","Pondugula",0,0,0,0
503,"07-D-50-9","GNT-D-50-Dandi-Gurajala","Miryala",0,0,0,0
