,,,,CA,NCA,PQA,,,,,
957,08-C-61-50,PKM-C-MN-KANDUKUR,Lakshmakkapalli,,0.001,,0.001,,,,
958,08-C-61-50,PKM-C-MN-KANDUKUR,Chowtapalem,,0.001,,0.001,,,,
959,08-C-61-50,PKM-C-MN-KANDUKUR,Ippagunta,,0.001,,0.001,,,,
960,08-C-61-50,PKM-C-MN-KANDUKUR,Venkannapalem,,0.001,,0.001,,,,
961,08-C-61-50,PKM-C-MN-KANDUKUR,Yedluripadu,,0.001,,0.001,,,,
962,08-C-61-50,PKM-C-MN-KANDUKUR,Anantasagaram,,0.001,,0.001,,,,
963,08-C-61-50,PKM-C-MN-KANDUKUR,Mahadevapuram,,0.001,,0.001,,,,
964,08-C-61-50,PKM-C-MN-KANDUKUR,Oguru,,0.001,,0.001,,,,
965,08-C-61-50,PKM-C-MN-KANDUKUR,Kandukuru,,0.001,,0.001,,,,
966,08-C-61-50,PKM-C-MN-KANDUKUR,Kancharagunta,,0.001,,0.001,,,,
967,08-C-61-50,PKM-C-MN-KANDUKUR,Kondamudusupalem,,0.001,,0.001,,,,
968,08-C-61-50,PKM-C-MN-KANDUKUR,Anandapuram,,0.001,,0.001,,,,
969,08-C-61-50,PKM-C-MN-KANDUKUR,Mopadu,,0.001,,0.001,,,,
970,08-C-61-50,PKM-C-MN-KANDUKUR,Machavaram,,0.001,,0.001,,,,
971,08-C-61-50,PKM-C-MN-KANDUKUR,Madhanagopalapuram,,0.001,,0.001,,,,
972,08-C-61-50,PKM-C-MN-KANDUKUR,Paluru,,0.001,,0.001,,,,
973,08-C-61-50,PKM-C-MN-KANDUKUR,Dondapadu,,0.001,,0.001,,,,
974,08-C-61-50,PKM-C-MN-KANDUKUR,Polinenicheruvu,,0.001,,0.001,,,,
975,08-C-61-50,PKM-C-MN-KANDUKUR,Ramachandrapuram,,0.001,,0.001,,,,
976,08-C-61-50,PKM-C-MN-KANDUKUR,Navabpalem,,0.001,,0.001,,,,
977,08-C-61-50,PKM-C-MN-KANDUKUR,Polinenipalem,,0.001,,0.001,,,,
978,08-C-61-50,PKM-C-MN-KANDUKUR,v.v.palem,,0.001,,0.001,,,,
979,08-C-61-50,PKM-C-MN-KANDUKUR,Chundi,,0.001,,0.001,,,,
980,08-C-61-50,PKM-C-MN-KANDUKUR,Ramalingapuram,,0.001,,0.001,,,,
981,08-C-61-50,PKM-C-MN-KANDUKUR,Ayyavaripalli,,0.001,,0.001,,,,
982,08-C-61-50,PKM-C-MN-KANDUKUR,Z-uppalapadu,,0.001,,0.001,,,,
983,08-C-61-50,PKM-C-MN-KANDUKUR,Kondasamudram,,0.001,,0.001,,,,
984,08-C-61-50,PKM-C-MN-KANDUKUR,Sameerapalem,,0.001,,0.001,,,,
985,08-C-61-50,PKM-C-MN-KANDUKUR,Pokuru,,0.001,,0.001,,,,
986,08-C-61-50,PKM-C-MN-KANDUKUR,Nukavaram,,0.001,,0.001,,,,
987,08-C-61-50,PKM-C-MN-KANDUKUR,Kakuturu,,0.001,,0.001,,,,
988,08-C-61-50,PKM-C-MN-KANDUKUR,K.V.Kandrika,,0.001,,0.001,,,,
989,08-C-61-50,PKM-C-MN-KANDUKUR,Singamanenipalli,,,,0,,,,
990,08-C-61-50,PKM-C-MN-KANDUKUR,Kondareddypalem,,,,0,,,,
991,08-C-61-50,PKM-C-MN-KANDUKUR,Naladalapuru,,,,0,,,,
992,08-C-61-50,PKM-C-MN-KANDUKUR,Sakhavaram,,,,0,,,,
993,08-C-61-50,PKM-C-MN-KANDUKUR,P.Agraharam,,,,0,,,,
994,08-C-61-50,PKM-C-MN-KANDUKUR,Parakondapadu,,,,0,,,,
995,08-C-61-50,PKM-C-MN-KANDUKUR,Doppalampadu,,,,0,,,,
996,08-C-61-50,PKM-C-MN-KANDUKUR,Atmakuru,,,,0,,,,
997,08-C-61-50,PKM-C-MN-KANDUKUR,Binginapalli,,,,0,,,,
998,08-C-61-50,PKM-C-MN-KANDUKUR,Sanampudi,,,,0,,,,
999,08-C-57-07,PKM-C-GKM-DORNALA,Obulakkalapalli,,,,0,,,,
1000,08-C-57-07,PKM-C-GKM-DORNALA,Thokapalli,,,,0,,,,
1001,08-C-57-07,PKM-C-GKM-DORNALA,Chatlamitta,,,,0,,,,
1002,08-C-57-07,PKM-C-GKM-DORNALA,Badveedu,,,,0,,,,
1003,08-C-57-07,PKM-C-GKM-DORNALA,Pragallapadu,,,,0,,,,
1004,08-C-57-07,PKM-C-GKM-DORNALA,Sanikavaram,,,,0,,,,
1005,08-C-57-07,PKM-C-GKM-DORNALA,Boyanagumpala,,,,0,,,,
1006,08-C-57-07,PKM-C-GKM-DORNALA,Aambapuram,,,,0,,,,
1007,08-C-57-07,PKM-C-GKM-DORNALA,Dornala,,,,0,,,,
1008,08-C-57-07,PKM-C-GKM-DORNALA,Nallaguntla,,,,0,,,,
1009,08-C-57-07,PKM-C-GKM-DORNALA,Y-cherlopalli,,,,0,,,,
1010,08-C-57-07,PKM-C-GKM-DORNALA,Yadavalli,,,,0,,,,
1011,08-C-57-07,PKM-C-GKM-DORNALA,Ainamukkala,,,,0,,,,
1012,08-C-57-07,PKM-C-GKM-DORNALA,Pedabommalapuram,,,,0,,,,
1013,08-C-57-07,PKM-C-GKM-DORNALA,Chinadornala,,,,0,,,,
1014,08-C-57-07,PKM-C-GKM-DORNALA,Katakanipalli,,,,0,,,,
1015,08-C-57-07,PKM-C-GKM-DORNALA,Chinthala(RF),,,,0,,,,
1016,08-C-57-07,PKM-C-GKM-DORNALA,Tummalabayalu(RF),,,,0,,,,
1017,08-C-57-07,PKM-C-GKM-DORNALA,Peddachama(RF),,,,0,,,,
1018,08-C-57-07,PKM-C-GKM-DORNALA,Rollapenta(RF),,,,0,,,,
1019,08-C-57-07,PKM-C-GKM-DORNALA,Chinnamanthanala(RF),,,,0,,,,
1020,08-C-57-07,PKM-C-GKM-DORNALA,Peddamanthanala(RF),,,,0,,,,
1021,08-C-57-07,PKM-C-GKM-DORNALA,Nallaguntlagudam(RF),,,,0,,,,
1022,08-C-57-07,PKM-C-GKM-DORNALA,Chilakacherla(RF),,,,0,,,,
1023,08-C-57-07,PKM-C-GKM-DORNALA,Marripalem(RF),,,,0,,,,
1024,08-C-57-07,PKM-C-GKM-DORNALA,Lingamvaripalle,,,,0,,,,
1025,08-C-57-08,PKM-C-GKM-DORNALA,RF,,,,0,,,,
1026,08-C-61-54,PKM-C-MN-GUDLURU,Anneboinapalli,,0.001,,0.001,,,,
1027,08-C-61-54,PKM-C-MN-GUDLURU,Chinna Pavani,,0.001,,0.001,,,,
1028,08-C-61-54,PKM-C-MN-GUDLURU,Mutyalampadu,,0.001,,0.001,,,,
1029,08-C-61-54,PKM-C-MN-GUDLURU,Gudlapalem,,0.001,,0.001,,,,
1030,08-C-61-54,PKM-C-MN-GUDLURU,Kothapet,,0.001,,0.001,,,,
1031,08-C-61-54,PKM-C-MN-GUDLURU,Gudluru,,0.001,,0.001,,,,
1032,08-C-61-54,PKM-C-MN-GUDLURU,Basireddypalem,,0.001,,0.001,,,,
1033,08-C-61-54,PKM-C-MN-GUDLURU,Dharakanipadu,,0.001,,0.001,,,,
1034,08-C-61-54,PKM-C-MN-GUDLURU,Puretipalli,,0.001,,0.001,,,,
1035,08-C-61-54,PKM-C-MN-GUDLURU,Venkampeta,,0.001,,0.001,,,,
1036,08-C-61-54,PKM-C-MN-GUDLURU,Chinna latrapi,,0.001,,0.001,,,,
1037,08-C-61-54,PKM-C-MN-GUDLURU,Nayudupalem,,0.001,,0.001,,,,
1038,08-C-61-54,PKM-C-MN-GUDLURU,Baddipudi,,0.001,,0.001,,,,
1039,08-C-60-31,PKM-C-PL-KANIGIRI,Peddarikatla,,,,0,,,,
1040,08-C-60-31,PKM-C-PL-KANIGIRI,G.Mekapadu,,,,0,,,,
1041,08-C-60-31,PKM-C-PL-KANIGIRI,Ganugupenta,,,,0,,,,
1042,08-C-60-31,PKM-C-PL-KANIGIRI,Baduguleru,,,,0,,,,
1043,08-C-60-31,PKM-C-PL-KANIGIRI,Challagirigala,,,,0,,,,
1044,08-C-60-31,PKM-C-PL-KANIGIRI,Dirisavancha,,,,0,,,,
1045,08-C-60-31,PKM-C-PL-KANIGIRI,Yadavalli,,,,0,,,,
1046,08-C-60-31,PKM-C-PL-KANIGIRI,P.P.kandrika,,,,0,,,,
1047,08-C-60-31,PKM-C-PL-KANIGIRI,Kanchipuram,,,,0,,,,
1048,08-C-60-31,PKM-C-PL-KANIGIRI,Punugodu,,,,0,,,,
1049,08-C-60-31,PKM-C-PL-KANIGIRI,Kanigiri,,,,0,,,,
1050,08-C-60-31,PKM-C-PL-KANIGIRI,Thummagunta,,,,0,,,,
1051,08-C-60-31,PKM-C-PL-KANIGIRI,Chakirala,,,,0,,,,
1052,08-C-60-31,PKM-C-PL-KANIGIRI,Sankavaram,,,,0,,,,
1053,08-C-60-31,PKM-C-PL-KANIGIRI,Somanipalli,,,,0,,,,
1054,08-C-60-31,PKM-C-PL-KANIGIRI,Bommireddypalli,,,,0,,,,
1055,08-C-60-31,PKM-C-PL-KANIGIRI,Gudipadu,,,,0,,,,
1056,08-C-60-31,PKM-C-PL-KANIGIRI,Tallur,,,,0,,,,
1057,08-C-60-31,PKM-C-PL-KANIGIRI,Hajeespuram,,,,0,,,,
1058,08-C-60-31,PKM-C-PL-KANIGIRI,Kodigudlapadu,,,,0,,,,
1059,08-C-60-31,PKM-C-PL-KANIGIRI,Chinaeerlapadu,,,,0,,,,
1060,08-C-60-31,PKM-C-PL-KANIGIRI,Peramgudipadu,,,,0,,,,
1061,08-C-60-31,PKM-C-PL-KANIGIRI,Polavaram,,,,0,,,,
1062,08-C-60-31,PKM-C-PL-KANIGIRI,Nimmamaheswarapuram,,,,0,,,,
1063,08-C-60-31,PKM-C-PL-KANIGIRI,Kalagatla,,,,0,,,,
1064,08-C-60-31,PKM-C-PL-KANIGIRI,Gosulaveedu,,,,0,,,,
1065,08-C-60-31,PKM-C-PL-KANIGIRI,Ayyannapalem,,,,0,,,,
1066,08-C-60-31,PKM-C-PL-KANIGIRI,Rachagundlapadu,,,,0,,,,
1067,08-C-60-31,PKM-C-PL-KANIGIRI,Lingojipuram,,,,0,,,,
1068,08-C-60-31,PKM-C-PL-KANIGIRI,Chinaalavalapadu,,,,0,,,,
1069,08-C-60-31,PKM-C-PL-KANIGIRI,Chennakesavapuram,,,,0,,,,
1070,08-C-60-31,PKM-C-PL-KANIGIRI,Vemavaram,,,,0,,,,
1071,08-C-60-31,PKM-C-PL-KANIGIRI,Ramachandrapuram,,,,0,,,,
1072,08-C-60-31,PKM-C-PL-KANIGIRI,Garlapeta,,,,0,,,,
1073,08-C-60-31,PKM-C-PL-KANIGIRI,Vankamarripalem,,,,0,,,,
1074,08-C-60-31,PKM-C-PL-KANIGIRI,Gogulapally,,,,0,,,,
1075,08-C-60-31,PKM-C-PL-KANIGIRI,Z.Mekapadu,,,,0,,,,
1076,08-C-60-31,PKM-C-PL-KANIGIRI,Kotapadu,,,,0,,,,
1077,08_C_56_33,PKM_C_GKM_B.PETA,J-Krishnapuram,,,,0,,,,
1078,08_C_56_33,PKM_C_GKM_B.PETA,Vandutla,,,,0,,,,
1079,08_C_56_33,PKM_C_GKM_B.PETA,Poosalapadu,,,,0,,,,
1080,08_C_56_33,PKM_C_GKM_B.PETA,Papayapalli,,,,0,,,,
1081,08_C_56_33,PKM_C_GKM_B.PETA,B.pet,,,,0,,,,
1082,08_C_56_33,PKM_C_GKM_B.PETA,Somavarapupet,,,,0,,,,
1083,08_C_56_33,PKM_C_GKM_B.PETA,Nekunambad,,,,0,,,,
1084,08_C_56_33,PKM_C_GKM_B.PETA,D-krishnapuram,,,,0,,,,
1085,08_C_56_33,PKM_C_GKM_B.PETA,Mokshagundam,,,,0,,,,
1086,08_C_56_33,PKM_C_GKM_B.PETA,Porumamillapalli,,,,0,,,,
1087,08_C_56_33,PKM_C_GKM_B.PETA,Chinna Cumbum,,,,0,,,,
1088,08_C_56_33,PKM_C_GKM_B.PETA,Madhavapuram,,,,0,,,,
1089,08_C_56_33,PKM_C_GKM_B.PETA,Somidevipalli,,,,0,,,,
1090,08_C_56_33,PKM_C_GKM_B.PETA,Palakaveedu,,,,0,,,,
1091,08_C_56_33,PKM_C_GKM_B.PETA,D-gurvayapalli,,,,0,,,,
1092,08_C_56_33,PKM_C_GKM_B.PETA,Gudimetta,,,,0,,,,
1093,08_C_56_33,PKM_C_GKM_B.PETA,Bhoopanaguntla,,,,0,,,,
1094,08_C_56_33,PKM_C_GKM_B.PETA,Yadavalli,,,,0,,,,
1095,08_C_56_33,PKM_C_GKM_B.PETA,RF,,,,0,,,,
1096,08_C_56_33,PKM_C_GKM_B.PETA,Tripurapuram,,,,0,,,,
1097,08_C_56_33,PKM_C_GKM_B.PETA,Tamballapalli,,,,0,,,,
1098,08_C_56_33,PKM_C_GKM_B.PETA,Daddawada,,,,0,,,,
1099,08_C_56_33,PKM_C_GKM_B.PETA,Nagireddypalli,,,,0,,,,
1100,08_C_56_33,PKM_C_GKM_B.PETA,Taticherla,,,,0,,,,
1101,08_C_59_42,PKM_C_Musi_Kondepi,Lakshmipuram,,,,0,,,,
1102,08_C_59_42,PKM_C_Musi_Kondepi,Talamalla,,,,0,,,,
1103,08_C_59_42,PKM_C_Musi_Kondepi,Uppalapadu,,,,0,,,,
1104,08_C_59_42,PKM_C_Musi_Kondepi,Eluru,,,,0,,,,
1105,08_C_59_42,PKM_C_Musi_Kondepi,Salluru,,,,0,,,,
1106,08_C_59_42,PKM_C_Musi_Kondepi,G.Agraharam,,,,0,,,,
1107,08_C_59_42,PKM_C_Musi_Kondepi,Kellampalli,,,,0,,,,
1108,08_C_59_42,PKM_C_Musi_Kondepi,Gundlasamudram,,,,0,,,,
1109,08_C_59_42,PKM_C_Musi_Kondepi,Rajupalem,,,,0,,,,
1110,08_C_59_42,PKM_C_Musi_Kondepi,Marripudi,,,,0,,,,
1111,08_C_59_42,PKM_C_Musi_Kondepi,Pannuru,,,,0,,,,
1112,08_C_59_42,PKM_C_Musi_Kondepi,Vallaypalem,,,,0,,,,
1113,08_C_59_42,PKM_C_Musi_Kondepi,Kakarla,,,,0,,,,
1114,08_C_59_42,PKM_C_Musi_Kondepi,Chilamkuru,,,,0,,,,
1115,08_C_59_42,PKM_C_Musi_Kondepi,Chimata,,,,0,,,,
1116,08_C_59_42,PKM_C_Musi_Kondepi,Ramayapalem,,,,0,,,,
1117,08_C_59_42,PKM_C_Musi_Kondepi,Ankepalli,,,,0,,,,
1118,08_C_59_42,PKM_C_Musi_Kondepi,Tippaladevipalli,,,,0,,,,
1119,08_C_59_42,PKM_C_Musi_Kondepi,Kuchipudi,,,,0,,,,
1120,08_C_59_42,PKM_C_Musi_Kondepi,Nirmalapuram,,,,0,,,,
1121,08_C_59_42,PKM_C_Musi_Kondepi,Gangipalem,,,,0,,,,
1122,08_C_59_42,PKM_C_Musi_Kondepi,Sannamuru,,,,0,,,,
1123,08_C_59_42,PKM_C_Musi_Kondepi,Dharmavaram,,,,0,,,,
1124,08_C_59_42,PKM_C_Musi_Kondepi,Juvvigunta,,,,0,,,,
1125,08_C_59_42,PKM_C_Musi_Kondepi,Venkatakrishnapuram,,,,0,,,,
1126,08_C_59_42,PKM_C_Musi_Kondepi,Mugachintala,,,,0,,,,
1127,08_C_59_42,PKM_C_Musi_Kondepi,Nennurupadu,,,,0,,,,
1128,08_C_59_42,PKM_C_Musi_Kondepi,Gurrapadiya,,,,0,,,,
1129,08_C_59_42,PKM_C_Musi_Kondepi,Petluru,,,,0,,,,
1130,08_C_59_42,PKM_C_Musi_Kondepi,G.D.Kandrika,,,,0,,,,
1131,08_C_59_42,PKM_C_Musi_Kondepi,C.A.B.Kandrika,,,,0,,,,
1132,08_C_59_42,PKM_C_Musi_Kondepi,C.M.Kandrika,,,,0,,,,
1133,08_C_59_42,PKM_C_Musi_Kondepi,Anakarlapudi,,,,0,,,,
1134,08_C_59_42,PKM_C_Musi_Kondepi,K.G.Kandrika,,,,0,,,,
1135,08_C_59_42,PKM_C_Musi_Kondepi,Chinnakandlagunta,,,,0,,,,
1136,08_C_59_42,PKM_C_Musi_Kondepi,C.G.C.Kandrika,,,,0,,,,
1137,08_C_59_42,PKM_C_Musi_Kondepi,P.K.Kandrika,,,,0,,,,
1138,08_C_59_42,PKM_C_Musi_Kondepi,P.N.Kandrika,,,,0,,,,
1139,08_C_59_42,PKM_C_Musi_Kondepi,Peddakandlagunta,,,,0,,,,
1140,08_C_59_42,PKM_C_Musi_Kondepi,Ilavara,,,,0,,,,
1141,08_C_59_42,PKM_C_Musi_Kondepi,Kondepi,,,,0,,,,
1142,08_C_59_42,PKM_C_Musi_Kondepi,Peradepi,,,,0,,,,
1143,08_C_59_42,PKM_C_Musi_Kondepi,Muppavaram,,,,0,,,,
1144,08_C_59_42,PKM_C_Musi_Kondepi,Chodavaram,,,,0,,,,
1145,08_C_59_42,PKM_C_Musi_Kondepi,Vennuru,,,,0,,,,
1146,08_C_59_42,PKM_C_Musi_Kondepi,Chinnavenkannapalem(50%),,,,0,,,,
1147,08_C_59_42,PKM_C_Musi_Kondepi,Uppalapadu,,,,0,,,,
1148,08_C_59_42,PKM_C_Musi_Kondepi,Ananthavaram,,,,0,,,,
1149,08_C_59_42,PKM_C_Musi_Kondepi,Tumadu,,,,0,,,,
1150,08_C_59_42,PKM_C_Musi_Kondepi,P.M.Kandrika_2,,,,0,,,,
1151,08_C_59_42,PKM_C_Musi_Kondepi,Paletipadu,,,,0,,,,
1152,08-c-61-52,PKM_C_MN_Pamuru,Musunuru,,,,0,,,,
1153,08-c-61-52,PKM_C_MN_Pamuru,Komatigunta,,,,0,,,,
1154,08-c-61-52,PKM_C_MN_Pamuru,Chinthalapudi,,,,0,,,,
1155,08-c-61-52,PKM_C_MN_Pamuru,Nagulavaram,,,,0,,,,
1156,08-c-61-52,PKM_C_MN_Pamuru,Kambhampadu,,,,0,,,,
1157,08-c-61-52,PKM_C_MN_Pamuru,Sankarapuram,,,,0,,,,
1158,08-c-61-52,PKM_C_MN_Pamuru,Guntupally,,,,0,,,,
1159,08-c-61-52,PKM_C_MN_Pamuru,Kattakindipalli,,,,0,,,,
1160,08-c-61-52,PKM_C_MN_Pamuru,Chilankuru,,,,0,,,,
1161,08-c-61-52,PKM_C_MN_Pamuru,Dadireddypalli,,,,0,,,,
1162,08-c-61-52,PKM_C_MN_Pamuru,Gummalampadu,,,,0,,,,
1163,08-c-61-52,PKM_C_MN_Pamuru,Vaggampalli,,,,0,,,,
1164,08-c-61-52,PKM_C_MN_Pamuru,Nasikatrayambakam,,,,0,,,,
1165,08-c-61-52,PKM_C_MN_Pamuru,Inimerla,,,,0,,,,
1166,08-c-61-52,PKM_C_MN_Pamuru,Chilakapadu,,,,0,,,,
1167,08-c-61-52,PKM_C_MN_Pamuru,Motravulapadu,,,,0,,,,
1168,08-c-61-52,PKM_C_MN_Pamuru,Chinthalapalem,,,,0,,,,
1169,08-c-61-52,PKM_C_MN_Pamuru,Anumalakonda,,,,0,,,,
1170,08-c-61-52,PKM_C_MN_Pamuru,Bukkapuram,,,,0,,,,
1171,08-c-61-52,PKM_C_MN_Pamuru,Dubagunta,,,,0,,,,
1172,08-c-61-52,PKM_C_MN_Pamuru,Pamuru,,,,0,,,,
1173,08-c-61-52,PKM_C_MN_Pamuru,Mopadu,,,,0,,,,
1174,08-c-61-52,PKM_C_MN_Pamuru,Balijapalem,,,,0,,,,
1175,08-c-61-52,PKM_C_MN_Pamuru,Ayyavaripalli,,,,0,,,,
1176,08-c-61-52,PKM_C_MN_Pamuru,Ayyannakota,,,,0,,,,
1177,08-c-61-52,PKM_C_MN_Pamuru,Siddavaram,,,,0,,,,
1178,08-c-61-52,PKM_C_MN_Pamuru,Botlaguduru,,,,0,,,,
1179,08-c-61-52,PKM_C_MN_Pamuru,kambaladinne,,,,0,,,,
1180,08-c-61-52,PKM_C_MN_Pamuru,Malakondapuram,,,,0,,,,
1181,08-c-61-52,PKM_C_MN_Pamuru,R.F,,,,0,,,,
1182,08-C-57-01,PKM-C-GKM-Y.PALEM,Y-palem,,,,0,,,,
1183,08-C-57-01,PKM-C-GKM-Y.PALEM,Venkatadripalem,,,,0,,,,
1184,08-C-57-01,PKM-C-GKM-Y.PALEM,Kolukula,,,,0,,,,
1185,08-C-57-01,PKM-C-GKM-Y.PALEM,Millampalli,,,,0,,,,
1186,08-C-57-01,PKM-C-GKM-Y.PALEM,Allipalem(RF),,,,0,,,,
1187,08-C-57-01,PKM-C-GKM-Y.PALEM,T.R.Cheruvu(RF),,,,0,,,,
1188,08-C-57-01,PKM-C-GKM-Y.PALEM,Daddanala(RF),,,,0,,,,
1189,08-C-57-01,PKM-C-GKM-Y.PALEM,Madamachalama(RF),,,,0,,,,
1190,08-C-57-01,PKM-C-GKM-Y.PALEM,Suddakuntapenta(RF),,,,0,,,,
1191,08-C-57-01,PKM-C-GKM-Y.PALEM,RAYAVARAM,,,,0,,,,
1192,08-C-57-01,PKM-C-GKM-Y.PALEM,Rf,,,,0,,,,
1193,08-C-60-40,PKM-C-PL-P.C.PALLI,Talakondapadu,,,,0,,,,
1194,08-C-60-40,PKM-C-PL-P.C.PALLI,Muddapadu,,,,0,,,,
1195,08-C-60-40,PKM-C-PL-P.C.PALLI,Battupalli,,,,0,,,,
1196,08-C-60-40,PKM-C-PL-P.C.PALLI,Pd.Alavalapadu,,,,0,,,,
1197,08-C-60-40,PKM-C-PL-P.C.PALLI,Neredupalli,,,,0,,,,
1198,08-C-60-40,PKM-C-PL-P.C.PALLI,Potavaram,,,,0,,,,
1199,08-C-60-40,PKM-C-PL-P.C.PALLI,Marella,,,,0,,,,
1200,08-C-60-40,PKM-C-PL-P.C.PALLI,Ramagovindapuram,,,,0,,,,
1201,08-C-60-40,PKM-C-PL-P.C.PALLI,P.C.PALLI,,,,0,,,,
1202,08-C-60-40,PKM-C-PL-P.C.PALLI,Murugummi,,,,0,,,,
1203,08-C-60-40,PKM-C-PL-P.C.PALLI,Ch.varimadugu,,,,0,,,,
1204,08-C-60-40,PKM-C-PL-P.C.PALLI,Pitchiguntapalli,,,,0,,,,
1205,08-C-60-40,PKM-C-PL-P.C.PALLI,Pd.varimadugu,,,,0,,,,
1206,08-C-60-40,PKM-C-PL-P.C.PALLI,Gosigundla,,,,0,,,,
1207,08-C-60-40,PKM-C-PL-P.C.PALLI,Vepagumpalli,,,,0,,,,
1208,08-C-60-40,PKM-C-PL-P.C.PALLI,Chintagumpalli,,,,0,,,,
1209,08-C-60-40,PKM-C-PL-P.C.PALLI,Vithalapuram,,,,0,,,,
1210,08-C-60-40,PKM-C-PL-P.C.PALLI,Pd.Irlapadu,,,,0,,,,
1211,08-C-60-40,PKM-C-PL-P.C.PALLI,Viswanadhapuram,,,,0,,,,
